70,0,0.1
70,0.02,0.2
70,0.02,0.3
70,0.01,0.4
70,0.02,0.5
70,0.02,0.61
70,0.03,0.71
70,0.02,0.81
70,0.01,0.91
71,0.01,1.01
71,0.03,1.11
71,0.02,1.21
71,0.04,1.31
71,0.05,1.41
71,0.03,1.51
71,0.05,1.62
71,0.05,1.72
71,0.03,1.82
71,0.02,1.92
72,0.02,2.02
72,0,2.12
72,0.02,2.22
72,0.03,2.32
72,0.03,2.42
72,0.02,2.53
72,0,2.63
72,0.01,2.73
72,0.01,2.83
72,0.02,2.93
73,0.01,3.03
73,-0.02,3.13
73,-0.01,3.23
73,0.01,3.33
73,0.03,3.43
73,0.04,3.54
73,0,3.64
73,0.04,3.74
73,0.02,3.84
73,0.04,3.94
74,0.03,4.04
74,0.01,4.14
74,0.02,4.24
74,0,4.34
74,0,4.44
74,0.02,4.55
74,0.01,4.65
74,0.02,4.75
74,0.01,4.85
74,0.02,4.95
75,0.02,5.05
75,0.01,5.15
75,0.02,5.25
75,0.03,5.35
75,0,5.46
75,0.02,5.56
75,0.02,5.66
75,0.01,5.76
75,0.02,5.86
75,0.02,5.96
76,0.02,6.06
76,0.03,6.16
76,0.02,6.26
76,0.01,6.36
76,-0.01,6.47
76,0,6.57
76,-0.01,6.67
76,0.02,6.77
76,0.01,6.87
76,0.02,6.97
77,-0.01,7.07
77,0,7.17
77,-0.01,7.27
77,0.01,7.38
77,0.01,7.48
77,0.01,7.58
77,0.03,7.68
77,0.02,7.78
77,0.01,7.88
77,0.04,7.98
78,0.02,8.08
78,0,8.18
78,0.05,8.28
78,0.16,8.39
78,0.3,8.49
78,0.4,8.59
78,0.51,8.69
78,0.57,8.79
78,0.63,8.89
78,0.65,8.99
79,0.68,9.09
79,0.67,9.19
79,0.68,9.3
79,0.69,9.4
79,0.69,9.5
79,0.69,9.6
79,0.69,9.7
79,0.7,9.8
79,0.68,9.9
79,0.66,10
80,0.66,10.1
80,0.64,10.2
80,0.64,10.31
80,0.64,10.41
80,0.65,10.51
80,0.63,10.61
80,0.63,10.71
80,0.64,10.81
80,0.64,10.91
81,0.63,11.01
81,0.62,11.11
81,0.63,11.22
81,0.62,11.32
81,0.62,11.42
81,0.59,11.52
81,0.59,11.62
81,0.59,11.72
81,0.6,11.82
81,0.61,11.92
82,0.63,12.02
82,0.58,12.12
82,0.57,12.23
82,0.56,12.33
82,0.59,12.43
82,0.58,12.53
82,0.59,12.63
82,0.54,12.73
82,0.53,12.83
82,0.5,12.93
83,0.51,13.03
83,0.52,13.14
83,0.54,13.24
83,0.53,13.34
83,0.51,13.44
83,0.54,13.54
83,0.52,13.64
83,0.54,13.74
83,0.53,13.84
83,0.53,13.94
84,0.53,14.04
84,0.51,14.15
84,0.51,14.25
84,0.51,14.35
84,0.49,14.45
84,0.49,14.55
84,0.5,14.65
84,0.49,14.75
84,0.48,14.85
84,0.49,14.95
85,0.5,15.06
85,0.5,15.16
85,0.48,15.26
85,0.46,15.36
85,0.46,15.46
85,0.49,15.56
85,0.49,15.66
85,0.47,15.76
85,0.46,15.86
85,0.47,15.96
86,0.46,16.07
86,0.46,16.17
86,0.43,16.27
86,0.45,16.37
86,0.43,16.47
86,0.43,16.57
86,0.44,16.67
86,0.42,16.77
86,0.41,16.87
86,0.43,16.97
87,0.44,17.08
87,0.42,17.18
87,0.42,17.28
87,0.41,17.38
87,0.4,17.48
87,0.41,17.58
87,0.4,17.68
87,0.4,17.78
87,0.39,17.88
87,0.38,17.99
88,0.38,18.09
88,0.39,18.19
88,0.37,18.29
88,0.37,18.39
88,0.39,18.49
88,0.38,18.59
88,0.4,18.69
88,0.39,18.79
88,0.36,18.89
88,0.35,19
89,0.35,19.1
89,0.39,19.2
89,0.4,19.3
89,0.39,19.4
89,0.37,19.5
89,0.37,19.6
89,0.37,19.7
89,0.37,19.8
89,0.37,19.91
89,0.39,20.01
90,0.37,20.11
90,0.37,20.21
90,0.35,20.31
90,0.33,20.41
90,0.32,20.51
90,0.33,20.61
90,0.34,20.71
90,0.34,20.81
90,0.37,20.92
90,0.36,21.02
91,0.36,21.12
91,0.34,21.22
91,0.33,21.32
91,0.34,21.42
91,0.36,21.52
91,0.33,21.62
91,0.32,21.72
91,0.31,21.83
91,0.3,21.93
92,0.32,22.03
92,0.31,22.13
92,0.32,22.23
92,0.29,22.33
92,0.32,22.43
92,0.32,22.53
92,0.35,22.63
92,0.35,22.73
92,0.33,22.84
92,0.32,22.94
93,0.31,23.04
93,0.33,23.14
93,0.31,23.24
93,0.32,23.34
93,0.31,23.44
93,0.33,23.54
93,0.31,23.64
93,0.31,23.75
93,0.3,23.85
93,0.29,23.95
94,0.3,24.05
94,0.31,24.15
94,0.3,24.25
94,0.29,24.35
94,0.28,24.45
94,0.29,24.55
94,0.28,24.65
94,0.28,24.76
94,0.28,24.86
94,0.29,24.96
95,0.28,25.06
95,0.3,25.16
95,0.3,25.26
95,0.29,25.36
95,0.31,25.46
95,0.31,25.56
95,0.29,25.67
95,0.27,25.77
95,0.27,25.87
95,0.28,25.97
96,0.28,26.07
96,0.27,26.17
96,0.28,26.27
96,0.29,26.37
96,0.26,26.47
96,0.26,26.57
96,0.26,26.68
96,0.26,26.78
96,0.28,26.88
96,0.26,26.98
97,0.26,27.08
97,0.27,27.18
97,0.27,27.28
97,0.26,27.38
97,0.27,27.48
97,0.27,27.59
97,0.24,27.69
97,0.23,27.79
97,0.23,27.89
97,0.24,27.99
98,0.24,28.09
98,0.23,28.19
98,0.25,28.29
98,0.25,28.39
98,0.23,28.5
98,0.24,28.6
98,0.23,28.7
98,0.26,28.8
98,0.27,28.9
98,0.27,29
99,0.27,29.1
99,0.26,29.2
99,0.26,29.3
99,0.24,29.4
99,0.23,29.51
99,0.27,29.61
99,0.24,29.71
99,0.28,29.81
99,0.37,29.91
99,0.56,30.01
100,0.77,30.11
100,1,30.21
100,1.19,30.31
100,1.33,30.42
100,1.44,30.52
100,1.54,30.62
100,1.63,30.72
100,1.72,30.82
100,1.75,30.92
100,1.77,31.02
101,1.78,31.12
101,1.81,31.22
101,1.81,31.32
101,1.81,31.43
101,1.8,31.53
101,1.76,31.63
101,1.77,31.73
101,1.73,31.83
101,1.78,31.93
101,1.77,32.03
102,1.74,32.13
102,1.72,32.23
102,1.73,32.34
102,1.74,32.44
102,1.74,32.54
102,1.73,32.64
102,1.73,32.74
102,1.73,32.84
102,1.74,32.94
103,1.74,33.04
103,1.76,33.14
103,1.77,33.24
103,1.78,33.35
103,1.76,33.45
103,1.77,33.55
103,1.74,33.65
103,1.74,33.75
103,1.77,33.85
103,1.83,33.95
104,1.85,34.05
104,1.81,34.15
104,1.83,34.26
104,1.87,34.36
104,1.91,34.46
104,1.95,34.56
104,1.98,34.66
104,1.99,34.76
104,2.03,34.86
104,2.05,34.96
105,2.07,35.06
105,2.05,35.16
105,2,35.27
105,2,35.37
105,1.99,35.47
105,2,35.57
105,1.99,35.67
105,2,35.77
105,1.99,35.87
105,1.97,35.97
106,1.96,36.07
106,1.99,36.18
106,1.98,36.28
106,1.98,36.38
106,1.95,36.48
106,1.93,36.58
106,1.92,36.68
106,1.93,36.78
106,1.93,36.88
106,1.93,36.98
107,1.92,37.08
107,1.92,37.19
107,1.98,37.29
107,2.01,37.39
107,2.03,37.49
107,2.04,37.59
107,2.09,37.69
107,2.13,37.79
107,2.17,37.89
107,2.2,37.99
108,2.21,38.1
108,2.23,38.2
108,2.25,38.3
108,2.28,38.4
108,2.3,38.5
108,2.32,38.6
108,2.33,38.7
108,2.34,38.8
108,2.32,38.9
108,2.31,39
109,2.31,39.11
109,2.31,39.21
109,2.27,39.31
109,2.26,39.41
109,2.24,39.51
109,2.26,39.61
109,2.24,39.71
109,2.23,39.81
109,2.21,39.91
109,2.18,40.02
110,2.17,40.12
110,2.18,40.22
110,2.17,40.32
110,2.18,40.42
110,2.21,40.52
110,2.23,40.62
110,2.24,40.72
110,2.27,40.82
110,2.3,40.92
110,2.34,41.03
111,2.38,41.13
111,2.41,41.23
111,2.42,41.33
111,2.43,41.43
111,2.46,41.53
111,2.49,41.63
111,2.49,41.73
111,2.54,41.83
111,2.54,41.94
111,2.57,42.04
112,2.56,42.14
112,2.57,42.24
112,2.6,42.34
112,2.62,42.44
112,2.63,42.54
112,2.62,42.64
112,2.63,42.74
112,2.65,42.84
112,2.68,42.95
113,2.69,43.05
113,2.69,43.15
113,2.69,43.25
113,2.71,43.35
113,2.72,43.45
113,2.72,43.55
113,2.74,43.65
113,2.79,43.75
113,2.81,43.86
113,2.81,43.96
114,2.82,44.06
114,2.82,44.16
114,2.82,44.26
114,2.83,44.36
114,2.84,44.46
114,2.86,44.56
114,2.91,44.66
114,2.9,44.76
114,2.91,44.87
114,2.88,44.97
115,2.92,45.07
115,2.94,45.17
115,2.95,45.27
115,2.94,45.37
115,2.96,45.47
115,2.98,45.57
115,2.97,45.67
115,2.96,45.78
115,2.97,45.88
115,3,45.98
116,3.03,46.08
116,3.04,46.18
116,3.02,46.28
116,3,46.38
116,3.03,46.48
116,3.06,46.58
116,3.08,46.68
116,3.08,46.79
116,3.08,46.89
116,3.09,46.99
117,3.09,47.09
117,3.09,47.19
117,3.11,47.29
117,3.1,47.39
117,3.15,47.49
117,3.13,47.59
117,3.14,47.7
117,3.12,47.8
117,3.13,47.9
117,3.18,48
118,3.19,48.1
118,3.18,48.2
118,3.2,48.3
118,3.21,48.4
118,3.21,48.5
118,3.21,48.6
118,3.24,48.71
118,3.21,48.81
118,3.23,48.91
118,3.22,49.01
119,3.24,49.11
119,3.28,49.21
119,3.28,49.31
119,3.3,49.41
119,3.29,49.51
119,3.29,49.62
119,3.3,49.72
119,3.31,49.82
119,3.33,49.92
119,3.31,50.02
120,3.31,50.12
120,3.3,50.22
120,3.3,50.32
120,3.33,50.42
120,3.33,50.52
120,3.32,50.63
120,3.32,50.73
120,3.32,50.83
120,3.34,50.93
120,3.33,51.03
121,3.35,51.13
121,3.38,51.23
121,3.37,51.33
121,3.35,51.43
121,3.38,51.54
121,3.36,51.64
121,3.37,51.74
121,3.37,51.84
121,3.36,51.94
121,3.38,52.04
122,3.37,52.14
122,3.37,52.24
122,3.38,52.34
122,3.39,52.44
122,3.44,52.55
122,3.45,52.65
122,3.44,52.75
122,3.45,52.85
122,3.45,52.95
122,3.44,53.05
123,3.45,53.15
123,3.47,53.25
123,3.47,53.35
123,3.47,53.46
123,3.46,53.56
123,3.44,53.66
123,3.47,53.76
123,3.44,53.86
123,3.47,53.96
124,3.49,54.06
124,3.49,54.16
124,3.48,54.26
124,3.47,54.36
124,3.47,54.47
124,3.47,54.57
124,3.48,54.67
124,3.47,54.77
124,3.47,54.87
124,3.48,54.97
125,3.49,55.07
125,3.51,55.17
125,3.51,55.27
125,3.53,55.38
125,3.57,55.48
125,3.56,55.58
125,3.52,55.68
125,3.54,55.78
125,3.54,55.88
125,3.56,55.98
126,3.53,56.08
126,3.52,56.18
126,3.53,56.28
126,3.55,56.39
126,3.57,56.49
126,3.57,56.59
126,3.56,56.69
126,3.56,56.79
126,3.56,56.89
126,3.58,56.99
127,3.56,57.09
127,3.58,57.19
127,3.59,57.29
127,3.6,57.4
127,3.61,57.5
127,3.58,57.6
127,3.54,57.7
127,3.54,57.8
127,3.59,57.9
127,3.58,58
128,3.6,58.1
128,3.57,58.2
128,3.61,58.31
128,3.67,58.41
128,3.77,58.51
128,3.85,58.61
128,3.92,58.71
128,3.97,58.81
128,4.01,58.91
128,4.05,59.01
129,4.08,59.11
129,4.15,59.22
129,4.21,59.32
129,4.27,59.42
129,4.31,59.52
129,4.31,59.62
129,4.36,59.72
129,4.42,59.82
129,4.49,59.92
129,4.52,60.02
130,4.55,60.12
130,4.58,60.23
130,4.62,60.33
130,4.64,60.43
130,4.66,60.53
130,4.69,60.63
130,4.7,60.73
130,4.75,60.83
130,4.75,60.93
130,4.82,61.03
131,4.87,61.13
131,4.91,61.24
131,4.92,61.34
131,4.93,61.44
131,4.97,61.54
131,5.02,61.64
131,5.06,61.74
131,5.08,61.84
131,5.11,61.94
131,5.13,62.04
132,5.17,62.15
132,5.19,62.25
132,5.23,62.35
132,5.24,62.45
132,5.27,62.55
132,5.32,62.65
132,5.35,62.75
132,5.38,62.85
132,5.39,62.95
132,5.41,63.06
133,5.41,63.16
133,5.43,63.26
133,5.45,63.36
