Time,Pressure1,Pressure2,Position_X,Position_Y,Position_Z,Angle
0.0,0,0,-2.498001805406602e-16,40.0,-1.1102230246251565e-16,0.0
0.01,0.08267999999999999,0.062009999999999996,-0.000124945582439695,40.017610516694276,0.00030735303072915166,-0.002858878858535319
0.02,0.16535999999999998,0.12401999999999999,-0.00030092120541634626,40.03598204651031,0.0007077727117210664,-0.005671033930669808
0.03,0.24803999999999998,0.18602999999999997,-0.00047587240908321393,40.05403435386093,0.0010888542219390507,-0.008475560059791129
0.04,0.33071999999999996,0.24803999999999998,-0.0006442542117847672,40.07206706981934,0.001442527876950539,-0.01128582677993972
0.05,0.41339999999999993,0.31005,-0.0008138580861761779,40.09011896026984,0.001785617295813724,-0.014093910559523266
0.060000000000000005,0.4960799999999999,0.37206,-0.000988760363984903,40.108185319189005,0.0021258061390930783,-0.01689445322206662
0.07,0.5787599999999999,0.43407,-0.0011689913180971262,40.126264894525896,0.0024629638319160208,-0.019687213993811244
0.08,0.6614399999999999,0.49608,-0.0013538023365116114,40.14435767271088,0.0027957057782403982,-0.022473134468649316
0.09,0.7441199999999999,0.55809,-0.0015429095975793422,40.16246366040575,0.003123585641945703,-0.025252598386620976
0.09999999999999999,0.8267999999999999,0.6201,-0.0017363417617835414,40.18058283514898,0.0034467300982820026,-0.02802557467796136
0.10999999999999999,0.9094799999999998,0.68211,-0.0019341582892704323,40.1987151700169,0.003765310467159888,-0.030791984619177974
0.11999999999999998,0.9921599999999998,0.74412,-0.0021363730799043856,40.2168606383113,0.004079412362499757,-0.0335518089467946
0.12999999999999998,1.0748399999999998,0.80613,-0.0023429768492758962,40.23501921362094,0.004389081710390652,-0.0363050611854328
0.13999999999999999,1.1575199999999999,0.86814,-0.002553959228146843,40.25319086966701,0.004694365075991747,-0.03905175829962418
0.15,1.2402,0.93015,-0.002769313044438504,40.27137558026628,0.004995316514900927,-0.041791914376181905
0.16,1.32288,0.99216,-0.0029890319767658102,40.289573319327616,0.005291992996592887,-0.044525543474492134
0.17,1.4055600000000001,1.05417,-0.003213108900033179,40.307784060851574,0.00558445149061404,-0.04725266181964067
