0,0.000000,-1.302194,-0.063683,-0.191872,0.040747,0.057369,-1.056123
1,13.830594,-1.302194,-0.063683,-0.191872,0.040747,0.057369,-1.056123
2,27.661188,-0.495656,-0.327298,-0.168308,0.040761,0.057374,-1.055889
3,41.491782,-0.291552,-0.405864,-0.097139,0.040840,0.057286,-1.055755
4,55.322376,-0.383912,-0.204248,-0.222353,0.040750,0.057204,-1.055915
5,69.152970,-1.086613,-0.006049,-0.187998,0.040850,0.057176,-1.056033
6,82.983565,-1.104389,-0.019897,-0.187607,0.040876,0.057114,-1.056037
7,96.814159,-1.130028,-0.001198,-0.156082,0.040839,0.057084,-1.056034
8,110.644753,-1.371870,0.168589,-0.112198,0.040838,0.057023,-1.055876
9,124.475347,-1.380484,0.120483,-0.230939,0.040751,0.056997,-1.055881
10,138.305941,-1.098185,0.111063,-0.110616,0.040762,0.056923,-1.056020
11,152.136535,-0.879515,0.270845,-0.135554,0.040763,0.056886,-1.056090
12,165.967129,-1.069669,0.061490,-0.243112,0.040696,0.056782,-1.055990
13,179.797723,-0.680457,-0.013421,-0.104727,0.040739,0.056709,-1.055922
14,193.628317,-0.782861,-0.023678,-0.351882,0.040732,0.056680,-1.055918
15,207.458911,-1.097620,0.051284,-0.347901,0.040724,0.056671,-1.055960
16,221.289506,-0.832059,-0.019719,-0.364741,0.040729,0.056601,-1.055861
17,235.120100,-0.488084,0.133560,-0.346795,0.040738,0.056579,-1.055977
18,248.950694,-0.484997,0.093421,-0.350592,0.040737,0.056571,-1.055936
19,262.781288,-0.333920,0.486444,-0.302292,0.040750,0.056519,-1.055993
20,276.611882,-0.272706,0.440470,-0.150276,0.040725,0.056366,-1.055969
21,290.442476,-0.302621,0.454658,-0.172388,0.040724,0.056346,-1.055982
22,304.273070,-0.218682,0.413094,-0.100133,0.040720,0.056293,-1.055985
23,318.103664,-0.269825,0.418025,0.003768,0.040792,0.056270,-1.055958
24,331.934258,-0.266533,0.348261,-0.003436,0.040721,0.056208,-1.055948
25,345.764852,-0.183170,0.412872,0.165406,0.040831,0.056171,-1.055895
26,359.595447,-0.142766,0.204308,0.062984,0.040749,0.056151,-1.055981
27,373.426041,-0.389859,0.042111,0.059577,0.040744,0.056127,-1.055872
28,387.256635,-0.337968,0.147916,0.129185,0.040828,0.056070,-1.055899
29,401.087229,-0.328484,-0.110204,0.058130,0.040811,0.056002,-1.055726
30,414.917823,-0.344018,-0.125426,-0.013524,0.040732,0.056019,-1.055733
31,428.748417,-0.372443,-0.137317,-0.050010,0.040739,0.055982,-1.055731
32,442.579011,-0.553214,-0.425345,0.120295,0.040816,0.055933,-1.055694
33,456.409605,-0.289954,-0.301534,0.125771,0.040822,0.055908,-1.055780
34,470.240199,-0.513319,-0.411461,0.107474,0.040806,0.055855,-1.055688
35,484.070793,-0.484271,-0.251807,0.130074,0.040849,0.055760,-1.055576
36,497.901387,-0.572630,-0.463032,0.116229,0.040831,0.055887,-1.055667
37,511.731982,-0.541214,-0.273405,0.120627,0.040851,0.055754,-1.055554
38,525.562576,-0.526953,-0.297971,0.035434,0.040890,0.055743,-1.055559
39,539.393170,-0.541951,-0.253874,0.035178,0.040898,0.055724,-1.055578
40,553.223764,-0.541170,-0.281563,-0.005295,0.040907,0.055632,-1.055548
41,567.054358,-0.530370,-0.311587,-0.008149,0.040904,0.055627,-1.055542
42,580.884952,-0.512842,-0.310520,-0.012415,0.040899,0.055602,-1.055534
43,594.715546,-0.526372,-0.323077,-0.014864,0.040903,0.055557,-1.055524
44,608.546140,-0.569212,-0.307854,-0.019448,0.040904,0.055565,-1.055514
45,622.376734,-0.829396,-0.485820,-0.025886,0.040892,0.055511,-1.055401
46,636.207328,-0.916486,-0.482713,-0.040075,0.040926,0.055499,-1.055393
47,650.037923,-0.634747,-0.558750,-0.049759,0.040922,0.055456,-1.055333
48,663.868517,-0.912110,-0.514178,-0.038579,0.040921,0.055491,-1.055387
49,677.699111,0.079143,-0.492475,-0.057717,0.040920,0.055405,-1.055333
50,691.529705,0.014432,-0.481459,-0.046112,0.040919,0.055365,-1.055336
51,705.360299,-0.177613,-0.577206,-0.051332,0.040920,0.055414,-1.055270
52,719.190893,-0.757964,-0.405975,-0.022854,0.040925,0.055465,-1.055429
53,733.021487,-0.474329,-0.494713,-0.031438,0.040921,0.055449,-1.055364
54,746.852081,-0.251369,-0.558067,-0.057041,0.040936,0.055423,-1.055269
55,760.682675,-0.745008,-0.080453,-0.020971,0.040996,0.055449,-1.055168
56,774.513269,-1.432210,0.178501,0.048755,0.041180,0.055450,-1.055326
57,788.343864,-1.391099,0.177072,-0.048518,0.041262,0.055371,-1.055288
58,802.174458,-1.061817,0.205754,-0.020256,0.041301,0.055352,-1.055450
59,816.005052,-0.684739,0.528628,0.103988,0.041387,0.055334,-1.055575
60,829.835646,-0.647091,0.729859,0.109383,0.041394,0.055453,-1.055511
61,843.666240,-1.233118,0.479113,0.129061,0.041385,0.055256,-1.055327
62,857.496834,-0.664140,0.512987,0.106601,0.041418,0.055332,-1.055559
63,871.327428,-1.049359,0.157106,0.078388,0.041443,0.055370,-1.055882
64,885.158022,-1.148189,0.396963,0.109729,0.041456,0.055345,-1.055807
65,898.988616,-0.987546,0.530097,0.128667,0.041476,0.055370,-1.055862
66,912.819210,-1.131928,0.414717,0.018534,0.041561,0.055346,-1.055793
67,926.649805,-0.942251,0.795740,0.025705,0.041627,0.055418,-1.055799
68,940.480399,-1.113373,0.402536,0.009115,0.041583,0.055342,-1.055762
69,954.310993,-1.249126,0.746557,0.022470,0.041652,0.055355,-1.055638
70,968.141587,-0.977714,0.938372,0.003863,0.041670,0.055418,-1.055714
71,981.972181,-1.052220,0.939071,-0.002032,0.041675,0.055407,-1.055709
72,995.802775,-0.930381,0.696073,0.011645,0.041690,0.055409,-1.055769
73,1009.633369,-0.982079,0.952652,-0.101361,0.041778,0.055405,-1.055646
74,1023.463963,-0.681600,0.846791,-0.140838,0.041782,0.055391,-1.055577
75,1037.294557,-0.740305,0.844616,-0.134800,0.041798,0.055365,-1.055570
76,1051.125151,-0.745578,0.837755,-0.152388,0.041807,0.055364,-1.055547
77,1064.955745,-0.528658,0.767148,-0.136467,0.041823,0.055348,-1.055508
78,1078.786340,-0.544635,0.824872,-0.135008,0.041828,0.055367,-1.055495
79,1092.616934,-0.685404,0.398267,-0.135381,0.041835,0.055305,-1.055507
80,1106.447528,-0.484052,0.486936,-0.131328,0.041851,0.055343,-1.055579
81,1120.278122,0.130571,0.354122,-0.137802,0.041860,0.055345,-1.055445
82,1134.108716,-0.145210,0.202164,-0.145779,0.041867,0.055315,-1.055323
83,1147.939310,-0.108982,0.182436,-0.151928,0.041866,0.055312,-1.055287
84,1161.769904,-0.189574,0.181099,-0.146288,0.041875,0.055323,-1.055284
85,1175.600498,-0.424073,0.068106,-0.158663,0.041886,0.055297,-1.055196
86,1189.431092,-0.383554,0.069599,-0.154884,0.041899,0.055298,-1.055203
87,1203.261686,-0.383705,0.077811,-0.168546,0.041910,0.055289,-1.055188
88,1217.092281,-0.428886,0.051915,-0.156808,0.041960,0.055307,-1.055182
89,1230.922875,-0.410505,0.028204,-0.157116,0.041972,0.055289,-1.055167
90,1244.753469,-0.503388,0.235482,-0.156852,0.041979,0.055293,-1.055064
91,1258.584063,-0.473382,0.207386,-0.146838,0.041993,0.055278,-1.055058
92,1272.414657,-0.496282,0.234019,-0.147944,0.042011,0.055274,-1.055048
93,1286.245251,-0.462829,0.214585,-0.149354,0.042017,0.055287,-1.055047
94,1300.075845,-0.607848,0.272379,-0.153884,0.042035,0.055275,-1.055065
95,1313.906439,-0.564285,0.301336,-0.173663,0.042111,0.055232,-1.055058
96,1327.737033,-0.551170,0.060871,-0.212782,0.042112,0.055237,-1.054903
97,1341.567627,-0.540140,0.071861,-0.208071,0.042175,0.055188,-1.054899
98,1355.398222,-0.843718,0.112405,-0.187450,0.042182,0.055288,-1.054939
99,1369.228816,-0.520870,-0.487744,-0.244237,0.042179,0.055188,-1.054970
100,1383.059410,-0.337154,-0.382616,-0.239864,0.042200,0.055176,-1.055038
101,1396.890004,-0.372981,-0.367625,-0.240695,0.042216,0.055185,-1.055024
102,1410.720598,-0.424340,-0.390814,-0.222459,0.042256,0.055198,-1.055019
103,1424.551192,-0.372882,-0.400947,-0.236532,0.042212,0.055162,-1.055027
104,1438.381786,-0.355562,-0.364922,-0.245760,0.042219,0.055173,-1.055036
105,1452.212380,-0.548082,-0.502123,-0.250899,0.042215,0.055191,-1.054951
106,1466.042974,-0.506104,-0.486374,-0.233596,0.042298,0.055268,-1.054949
107,1479.873568,-0.549742,-0.463145,-0.243247,0.042208,0.055200,-1.054976
108,1493.704162,-0.376133,-0.438330,-0.237690,0.042297,0.055270,-1.054999
109,1507.534757,-0.519458,-0.548823,-0.243831,0.042293,0.055256,-1.054941
110,1521.365351,-0.195432,-0.566916,-0.227096,0.042310,0.055317,-1.054885
111,1535.195945,-0.544997,-0.492609,-0.238728,0.042235,0.055243,-1.054970
112,1549.026539,-0.376315,-0.481615,-0.227938,0.042298,0.055288,-1.055012
113,1562.857133,-0.305543,-0.420661,-0.255291,0.042277,0.055273,-1.055011
114,1576.687727,-0.691420,-0.110222,-0.220787,0.042284,0.055264,-1.054804
115,1590.518321,-0.502617,-0.536830,-0.245836,0.042281,0.055266,-1.054969
116,1604.348915,-0.507605,-0.531001,-0.254386,0.042236,0.055244,-1.054980
117,1618.179509,-0.546423,-0.462249,-0.264494,0.042238,0.055275,-1.054964
118,1632.010103,-0.388456,-0.403495,-0.230615,0.042202,0.055231,-1.055023
119,1645.840698,-0.496007,-0.483450,-0.241226,0.042310,0.055275,-1.054945
120,1659.671292,-0.507956,-0.489108,-0.266586,0.042240,0.055231,-1.054975
121,1673.501886,-0.545568,-0.489264,-0.238929,0.042206,0.055223,-1.054972
122,1687.332480,-0.502564,-0.452650,-0.205345,0.042315,0.055308,-1.054937
123,1701.163074,-0.207149,-0.580821,-0.234363,0.042314,0.055309,-1.054879
124,1714.993668,-0.432137,-0.423826,-0.230268,0.042297,0.055287,-1.055013
125,1728.824262,-0.749306,-0.355124,-0.223058,0.042327,0.055327,-1.055017
126,1742.654856,-0.532006,-0.503435,-0.240543,0.042297,0.055271,-1.054972
127,1756.485450,-0.516038,-0.468381,-0.245518,0.042327,0.055282,-1.054971
128,1770.316044,-0.492264,-0.497463,-0.265498,0.042249,0.055246,-1.054977
129,1784.146639,-0.382908,-0.340061,-0.236917,0.042327,0.055287,-1.055022
130,1797.977233,-0.547604,-0.502249,-0.259823,0.042289,0.055255,-1.054959
131,1811.807827,-0.516890,-0.468722,-0.254772,0.042326,0.055287,-1.054976
132,1825.638421,-0.505571,-0.492681,-0.255971,0.042247,0.055242,-1.054968
133,1839.469015,-0.415611,-0.375939,-0.239380,0.042320,0.055296,-1.055009
134,1853.299609,-0.651713,-0.053522,-0.188945,0.042273,0.055326,-1.054807
135,1867.130203,-0.618865,-0.322330,-0.225051,0.042285,0.055331,-1.055084
136,1880.960797,-0.769478,-0.428556,-0.227625,0.042312,0.055331,-1.055033
137,1894.791391,-0.748057,-0.365613,-0.242034,0.042240,0.055328,-1.055042
138,1908.621985,-0.776394,-0.422857,-0.219997,0.042322,0.055335,-1.055029
139,1922.452579,-0.573763,-0.293174,-0.218706,0.042284,0.055363,-1.055102
140,1936.283174,-0.578845,-0.315179,-0.216116,0.042319,0.055333,-1.055095
141,1950.113768,-0.422843,-0.388242,-0.221416,0.042282,0.055271,-1.055015
142,1963.944362,-0.575645,-0.281812,-0.045922,0.042274,0.055341,-1.055089
143,1977.774956,-0.770528,-0.399596,-0.234691,0.042277,0.055325,-1.055045
144,1991.605550,-0.605945,-0.294649,-0.237626,0.042235,0.055321,-1.055100
145,2005.436144,-0.375530,-0.389431,-0.192106,0.042314,0.055356,-1.055008
146,2019.266738,-0.609684,-0.317907,-0.223801,0.042280,0.055368,-1.055084
147,2033.097332,-0.603728,-0.345591,-0.222235,0.042275,0.055367,-1.055093
148,2046.927926,-0.330076,-0.419683,-0.258621,0.042247,0.055417,-1.055040
149,2060.758520,-0.000123,-0.451533,-0.258289,0.042240,0.055420,-1.054959
150,2074.589115,-0.116027,-0.079423,-0.146362,0.042196,0.055462,-1.054798
151,2088.419709,-0.598839,-0.337069,-0.222471,0.042275,0.055369,-1.055114
152,2102.250303,-0.586081,-0.265568,-0.228356,0.042275,0.055366,-1.055099
153,2116.080897,-0.335777,-0.399974,-0.193854,0.042270,0.055393,-1.055036
154,2129.911491,-0.325338,-0.407451,-0.194344,0.042270,0.055394,-1.055030
155,2143.742085,-0.556816,-0.309754,-0.221391,0.042278,0.055380,-1.055099
156,2157.572679,-0.035705,-0.416430,-0.190720,0.042265,0.055403,-1.054963
157,2171.403273,-0.320145,-0.371279,-0.198335,0.042273,0.055401,-1.055043
158,2185.233867,-0.338209,-0.433376,-0.266523,0.042235,0.055422,-1.055049
