Time,Pressure1,Pressure2,Position_X,Position_Y,Position_Z,Angle
0.0,0,0,-2.498001805406602e-16,40.0,-1.1102230246251565e-16,0.0
0.01,0.09232599999999999,0.101972,-0.00011225402262377004,40.00671325464579,0.0003084157829591483,0.00028729798608982725
0.02,0.18465199999999998,0.203944,-0.00025999625653623515,40.013343506508996,0.0007051339199753981,0.0006288787433379066
0.03,0.27697799999999995,0.30591599999999997,-0.00041642138006635354,40.01964398288942,0.0010879657626031713,0.0009748332335820238
0.04,0.36930399999999997,0.407888,-0.0005796901637788732,40.02573164998341,0.001451256946271684,0.0013365349605184195
0.05,0.46163,0.50986,-0.0007540211614549402,40.03162351793287,0.0018100420532352057,0.0017191419320551971
0.060000000000000005,0.553956,0.6118319999999999,-0.0009407995733316521,40.037326230875685,0.0021706838679199647,0.002124332926135201
0.07,0.646282,0.7138039999999999,-0.0011394091855553429,40.042847694980125,0.0025329917249637957,0.0025511962076370308
0.08,0.738608,0.8157759999999998,-0.0013490538362546517,40.048195935555384,0.0028959527623675374,0.0029985552560479905
0.09,0.8309340000000001,0.9177479999999998,-0.0015692328275178635,40.05337885693727,0.003259349200981587,0.003465607942475225
0.09999999999999999,0.9232600000000001,1.0197199999999997,-0.0017995983510786934,40.05840423955335,0.0036233608203836143,0.003951739649557407
0.10999999999999999,1.015586,1.1216919999999997,-0.002039825703614634,40.0632797323121,0.003988160163635235,0.004456345310668541
0.11999999999999998,1.107912,1.2236639999999996,-0.0022895910943257908,40.06801284324568,0.004353838915367336,0.0049787937565861865
0.12999999999999998,1.200238,1.3256359999999996,-0.0025485848785431198,40.072610931816726,0.004720449962175022,0.005518441875515838
0.13999999999999999,1.2925639999999998,1.4276079999999995,-0.0028165193486748563,40.077081202628065,0.0050880352255880945,0.006074643794405561
0.15,1.3848899999999997,1.5295799999999995,-0.0030931287272590036,40.081430700325136,0.005456629598097229,0.006646750873088927
0.16,1.4772159999999996,1.6315519999999994,-0.0033781672704429194,40.08566630558086,0.005826258782577587,0.0072341099051292665
0.17,1.5695419999999995,1.7335239999999994,-0.0036714079552263995,40.08979473204826,0.006196938805053787,0.00783606270730285
0.18000000000000002,1.6618679999999995,1.8354959999999994,-0.003972641665354118,40.09382252416471,0.006568677048456317,0.008451946899989727
0.19000000000000003,1.7541939999999994,1.9374679999999993,-0.004281676447534119,40.09775605570171,0.006941473506792417,0.00908109717785345
0.20000000000000004,1.8465199999999993,2.0394399999999995,-0.004598336703818956,40.10160152896632,0.007315321825009491,0.009722846765974971
0.21000000000000005,1.9388459999999992,2.1414119999999994,-0.004922462344346706,40.10536497457126,0.007690210176661716,0.010376528986571713
0.22000000000000006,2.0311719999999993,2.2433839999999994,-0.005253907935422492,40.10905225170026,0.008066122066631154,0.011041478902264444
0.23000000000000007,2.123497999999999,2.3453559999999993,-0.005592541855340222,40.112669048803575,0.00844303708296601,0.01171703498822012
