Time,Pressure,Position_X,Position_Y,Position_Z,Angle
0.0,0,0.0,20.0,-5.551115123125783e-17,0.0
0.01,0.062009999999999996,-0.00037623876754744323,20.01382863308482,9.951854938594629e-05,-0.07202743968686152
0.02,0.12401999999999999,-0.000828523145413318,20.02837424889517,0.00020026543999840385,-0.15223867943489244
0.03,0.18602999999999997,-0.00125570417030052,20.042642525189507,0.0002974444349460037,-0.22917968213051335
0.04,0.24803999999999998,-0.0016696637654863289,20.05687694895901,0.00039611608818107547,-0.30529529978168773
0.05,0.31005,-0.0020826686966946006,20.07113143405816,0.0004947548621371811,-0.38148813140667465
0.060000000000000005,0.37206,-0.0024960660625986675,20.085401953985137,0.0005926947070977739,-0.4577266576589921
0.07,0.43407,-0.002908992909301078,20.09968582331197,0.0006901778123831748,-0.5339579840140068
0.08,0.49608,-0.0033212111327463045,20.11398282623724,0.0007873641612148319,-0.610177537087735
0.09,0.55809,-0.003732823925421569,20.12829296747558,0.0008842855495197477,-0.6863876763479004
0.09999999999999999,0.6201,-0.004143940332423268,20.142616167522263,0.000980963090722764,-0.7625890002718516
0.10999999999999999,0.68211,-0.004554635466961998,20.15695232745484,0.0010774295885057628,-0.8387815050037959
0.11999999999999998,0.74412,-0.004964975542464445,20.171301351198707,0.0011737204624330255,-0.9149652033768353
0.12999999999999998,0.80613,-0.005375026933692295,20.18566314513054,0.001269869871200091,-0.9911401461722783
0.13999999999999999,0.86814,-0.0057848556155078446,20.20003761688584,0.0013659109579641227,-1.067306391265698
0.15,0.93015,-0.0061945262116261945,20.214424675191815,0.0014618763031147841,-1.1434639975732677
0.16,0.99216,-0.0066041019069654205,20.22882422987256,0.001557798007135791,-1.2196130257013618
0.17,1.05417,-0.007013644572613886,20.24323619182581,0.0016537076830921982,-1.295753538343619
0.18000000000000002,1.11618,-0.007423214847544213,20.2576604729892,0.0017496364666523823,-1.3718856002443853
0.19000000000000003,1.1781899999999998,-0.007832872188511864,20.27209698630814,0.0018456150372838098,-1.4480092780931146
0.20000000000000004,1.2401999999999997,-0.008242674915649673,20.286545645705946,0.0019416736391167921,-1.5241246404343751
0.21000000000000005,1.3022099999999996,-0.008652680258378176,20.30100636605559,0.002037842099889109,-1.6002317575887073
0.22000000000000006,1.3642199999999995,-0.009062944400018258,20.315479063152814,0.0021341498488317012,-1.676330701577595
0.23000000000000007,1.4262299999999994,-0.009473522520418831,20.329963653690577,0.0022306259338070733,-1.752421546050384
0.24000000000000007,1.4882399999999993,-0.00988446883666172,20.34446005523476,0.002327299037738595,-1.8285043662133988
0.25000000000000006,1.5502499999999992,-0.010295836642067235,20.358968186201093,0.002424197494344138,-1.9045792387615055
0.26000000000000006,1.6122599999999991,-0.010707678343530758,20.373487965833107,0.0025213493032154033,-1.9806462418119173
0.2700000000000001,1.674269999999999,-0.011120045497322817,20.38801931418122,0.0026187821442366643,-2.0567054548398604
0.2800000000000001,1.736279999999999,-0.011532988843408865,20.402562152082737,0.0027165233914660525,-2.1327569586164894
0.2900000000000001,1.7982899999999988,-0.011946558338321422,20.41711640114282,0.0028146001263630316,-2.2088008351485304
0.3000000000000001,1.8602999999999987,-0.012360803186708735,20.431681983716306,0.0029130391505596265,-2.2848371676199988
0.3100000000000001,1.9223099999999986,-0.012775771871583269,20.446258822890336,0.0030118669980851998,-2.3608660403351114
0.3200000000000001,1.9843199999999985,-0.013191512183346882,20.460846842467802,0.003111109947115387,-2.4368875386635964
0.3300000000000001,2.0463299999999984,-0.01360807124763061,20.47544596695146,0.0032107940312374184,-2.5129017489868586
0.34000000000000014,2.1083399999999983,-0.014025495552018513,20.490056121528823,0.0033109450503243654,-2.5889087586459953
0.35000000000000014,2.1703499999999982,-0.014443830971708871,20.50467723205757,0.0034115885809472,-2.6649086558915656
0.36000000000000015,2.232359999999998,-0.014863122794126354,20.51930922505171,0.0035127499864278655,-2.7409015298339905
0.37000000000000016,2.294369999999998,-0.015283415742587098,20.533952027668203,0.0036144544264929968,-2.816887470395737
0.38000000000000017,2.356379999999998,-0.015704753998983106,20.54860556769422,0.0037167268665679876,-2.89286656826502
0.3900000000000002,2.418389999999998,-0.01612718122561438,20.56326977353489,0.0038195920867540867,-2.9688389148500836
0.4000000000000002,2.4803999999999977,-0.016550740586121854,20.577944574201474,0.003923074690459605,-3.0448046022352826
0.4100000000000002,2.5424099999999976,-0.016975474765619558,20.592629899300082,0.004027199112720481,-3.1207637231376344
0.4200000000000002,2.6044199999999975,-0.01740142599001665,20.607325679020807,0.004131989628233301,-3.1967163708652917
0.4300000000000002,2.6664299999999974,-0.01782863604462137,20.622031844127225,0.0042374703591226415,-3.2726626392762177
0.4400000000000002,2.7284399999999973,-0.01825714629196426,20.636748325946346,0.004343665282382891,-3.348602622738253
0.45000000000000023,2.790449999999997,-0.018686997688969892,20.65147505635888,0.004450598237138004,-3.424536416090454
0.46000000000000024,2.852459999999997,-0.01911823080342004,20.666211967789884,0.004558292931595209,-3.500464114604661
0.47000000000000025,2.914469999999997,-0.019550885829827364,20.680958993199756,0.004666772949792897,-3.576385813948669
0.48000000000000026,2.976479999999997,-0.01998500260462041,20.69571606607546,0.00477606175811518,-3.6523016101497405
0.49000000000000027,3.038489999999997,-0.0204206206208237,20.710483120422165,0.004886182711606624,-3.7282115995593776
0.5000000000000002,3.1004999999999967,-0.020857779042070812,20.725260090755064,0.00499715906003495,-3.804115878818569
0.5100000000000002,3.1625099999999966,-0.02129651671615948,20.74004691209149,0.005109013953819741,-3.8800145448241445
0.5200000000000002,3.2245199999999965,-0.021736872188011375,20.754843519943357,0.005221770449721219,-3.9559076946956195
0.5300000000000002,3.2865299999999964,-0.02217888371217555,20.769649850309673,0.005335451516378098,-4.031795425742907
0.5400000000000003,3.3485399999999963,-0.022622589264798237,20.78446583966948,0.005450080039641536,-4.107677835434993
0.5500000000000003,3.410549999999996,-0.02306802655517831,20.799291424974836,0.005565678827762988,-4.183555021368815
0.5600000000000003,3.472559999999996,-0.023515233036813105,20.814126543644107,0.00568227061642812,-4.259427081239268
0.5700000000000003,3.534569999999996,-0.02396424591805349,20.82897113355543,0.005799878073602216,-4.335294112809609
0.5800000000000003,3.596579999999996,-0.02441510217231574,20.84382513304034,0.005918523804273268,-4.411156213882689
0.5900000000000003,3.658589999999996,-0.02486783854791591,20.858688480877554,0.0060382303549840755,-4.487013482272917
0.6000000000000003,3.7205999999999957,-0.025322491577458223,20.873561116286993,0.006159020218317324,-4.562866015778276
0.6100000000000003,3.7826099999999956,-0.02577909758693961,20.888442978923884,0.00628091583715612,-4.638713912153764
0.6200000000000003,3.8446199999999955,-0.026237692704393883,20.903334008873063,0.006403939608860154,-4.714557269084736
0.6300000000000003,3.9066299999999954,-0.026698312868271235,20.918234146643414,0.006528113889337217,-4.790396184161204
0.6400000000000003,3.9686399999999953,-0.027160993835425612,20.933143333162352,0.006653460996943306,-4.866230754852671
0.6500000000000004,4.030649999999995,-0.027625771188816567,20.94806150977065,0.0067800032163079504,-4.942061078483248
0.6600000000000004,4.092659999999995,-0.028092680344856152,20.962988618217118,0.006907762802025708,-5.0178872522077524
0.6700000000000004,4.154669999999995,-0.02856175656050816,20.977924600653626,0.007036761982256667,-5.093709372987797
0.6800000000000004,4.216679999999995,-0.029033034940041863,20.99286939963008,0.007167022962178804,-5.169527537569001
0.6900000000000004,4.278689999999995,-0.029506550441550233,21.00782295808962,0.007298567927415789,-5.245341842458213
0.7000000000000004,4.340699999999995,-0.029982337883173366,21.02278521936387,0.007431419047279564,-5.3211523839014
0.7100000000000004,4.402709999999995,-0.0304604319490481,21.037756127168198,0.00756559847797994,-5.396959257862279
0.7200000000000004,4.4647199999999945,-0.030940867195056565,21.052735625597283,0.007701128365713739,-5.472762560000842
0.7300000000000004,4.526729999999994,-0.03142367805426885,21.067723659120503,0.007838030849656119,-5.548562385653152
0.7400000000000004,4.588739999999994,-0.03190889884218215,21.082720172577663,0.007976328064869642,-5.62435882981084
0.7500000000000004,4.650749999999994,-0.03239656376174169,21.0977251111746,0.008116042145169478,-5.700151987101421
0.7600000000000005,4.712759999999994,-0.032886706908111324,21.11273842047899,0.008257195225824354,-5.775941951769416
0.7700000000000005,4.774769999999994,-0.03337936227326743,21.127760046416157,0.008399809446257733,-5.851728817656835
0.7800000000000005,4.836779999999994,-0.0338745637503691,21.14278993526498,0.008543906952576952,-5.92751267818558
0.7900000000000005,4.898789999999994,-0.034372345137904936,21.157828033653914,0.008689509900157155,-6.00329362633899
0.8000000000000005,4.960799999999994,-0.03487274014372316,21.172874288556976,0.008836640456002243,-6.079071754644485
0.8100000000000005,5.022809999999994,-0.03537578238880787,21.187928647289837,0.00898532080113612,-6.154847155156656
0.8200000000000005,5.0848199999999935,-0.03588150541087351,21.202991057506036,0.009135573132873442,-6.230619919440173
0.8300000000000005,5.146829999999993,-0.03638994266786233,21.21806146719313,0.009287419667078856,-6.306390138553999
0.8400000000000005,5.208839999999993,-0.03690112754120781,21.233139824669017,0.00944088264021975,-6.382157903035267
0.8500000000000005,5.270849999999993,-0.03741509333895157,21.248226078578227,0.009595984311545569,-6.457923302883934
0.8600000000000005,5.332859999999993,-0.03793187329871561,21.26332017788828,0.009752746965037473,-6.533686427547697
0.8700000000000006,5.394869999999993,-0.03845150059052782,21.278422071886176,0.009911192911375821,-6.609447365907331
0.8800000000000006,5.456879999999993,-0.038974008319499764,21.293531710174747,0.01007134448982866,-6.685206206262532
