frame,time,rx,ry,rz,px,py,pz
3785,31.538456,0.150685,0.036792,1.632254,-0.442888,0.072742,0.63395
3786,31.546789,0.273003,0.040525,1.683014,-0.442895,0.072783,0.633958
3787,31.555121,0.182216,0.044553,1.70179,-0.442908,0.072768,0.63395
3788,31.563454,0.299767,0.050074,1.774119,-0.442909,0.072732,0.633946
3789,31.571786,0.279496,0.033455,1.779656,-0.442884,0.072761,0.633935
3790,31.580119,0.167898,0.036708,1.700913,-0.442871,0.072719,0.633947
3791,31.588451,0.325731,0.057012,1.694504,-0.442901,0.072752,0.633964
3792,31.596784,0.253053,0.057137,1.703031,-0.442923,0.072808,0.633963
3793,31.605116,0.14725,0.025972,1.687198,-0.4429,0.072814,0.633958
3794,31.613449,0.092597,0.026272,1.665529,-0.442913,0.072833,0.633989
3795,31.621781,0.150173,0.058078,1.659114,-0.442877,0.072756,0.633974
3796,31.630114,0.176891,0.038942,1.688286,-0.442895,0.072852,0.633981
3797,31.638446,0.253686,0.047003,1.719565,-0.442882,0.072739,0.633988
3798,31.646779,0.254398,0.059077,1.701093,-0.442921,0.072829,0.633966
3799,31.655111,0.213578,0.031122,1.695302,-0.44291,0.07284,0.633966
3800,31.663444,0.113422,0.024167,1.699191,-0.442854,0.072732,0.633985
3801,31.671776,0.105911,0.04254,1.608579,-0.442841,0.072722,0.633972
3802,31.680109,0.275398,0.052342,1.713983,-0.442877,0.072729,0.633962
3803,31.688441,0.290636,0.04964,1.722483,-0.442967,0.072889,0.633959
3804,31.696774,0.192999,0.051059,1.693266,-0.442861,0.072708,0.633952
3805,31.705106,0.302474,0.054099,1.749802,-0.442903,0.072808,0.633956
3806,31.713439,0.106212,0.037744,1.690403,-0.442883,0.072746,0.633949
3807,31.721771,0.16799,0.026737,1.650724,-0.442872,0.072734,0.633953
3808,31.730104,0.223953,0.049865,1.647528,-0.442933,0.072819,0.633969
3809,31.738436,0.210424,0.073917,1.705521,-0.442888,0.072786,0.633971
3810,31.746769,0.216673,0.055672,1.626886,-0.442893,0.072766,0.633979
3811,31.755101,0.324728,0.049038,1.757816,-0.442941,0.072829,0.633984
3812,31.763434,0.094536,0.037427,1.639554,-0.442867,0.072707,0.633972
3813,31.771766,0.132444,0.036062,1.691498,-0.442877,0.072824,0.633959
3814,31.780098,0.238188,0.052048,1.762062,-0.44289,0.072798,0.633976
3815,31.788431,0.104846,0.022565,1.638724,-0.442894,0.072718,0.633989
3816,31.796763,0.167135,0.049566,1.685318,-0.442906,0.07273,0.633994
3817,31.805096,0.1356,0.019904,1.681121,-0.442877,0.072755,0.633989
3818,31.813428,0.07783,0.020536,1.750328,-0.44287,0.072762,0.633956
3819,31.821761,0.124595,0.041452,1.70049,-0.442909,0.072788,0.633964
3820,31.830093,0.210609,0.035235,1.612858,-0.442898,0.072749,0.633977
3821,31.838426,0.160169,0.042297,1.696762,-0.442865,0.07277,0.633939
3822,31.846758,0.199618,0.031291,1.717945,-0.442854,0.072701,0.633947
3823,31.855091,0.283999,0.055301,1.716556,-0.442868,0.072686,0.633944
3824,31.863423,0.2255,0.04717,1.762604,-0.44288,0.072766,0.633927
3825,31.871756,0.179356,0.040075,1.719656,-0.442852,0.072667,0.633924
3826,31.880088,0.18346,0.028189,1.582963,-0.442894,0.072716,0.633962
3827,31.888421,0.194297,0.033155,1.801335,-0.442871,0.072727,0.63395
3828,31.896753,0.164999,0.04112,1.67638,-0.442869,0.072673,0.633981
3829,31.905086,0.12982,0.048072,1.67156,-0.442892,0.072775,0.633986
3830,31.913418,0.180972,0.043753,1.676091,-0.442877,0.072709,0.633977
3831,31.921751,0.210508,0.060149,1.57397,-0.442881,0.07268,0.633987
3832,31.930083,0.293282,0.048507,1.756508,-0.44289,0.072758,0.633988
3833,31.938416,0.092674,0.042954,1.641495,-0.442853,0.072679,0.633968
3834,31.946748,0.216073,0.039818,1.647217,-0.442836,0.07263,0.633972
3835,31.955081,0.205439,0.042088,1.734473,-0.44283,0.072616,0.633961
3836,31.963413,0.068389,0.031405,1.63338,-0.44289,0.072733,0.633961
3837,31.971746,0.237661,0.046701,1.696197,-0.442856,0.072684,0.633965
3838,31.980078,0.084252,0.031558,1.702542,-0.442884,0.072726,0.633958
3839,31.988411,0.257254,0.052144,1.749682,-0.442914,0.072796,0.633951
3840,31.996743,0.213959,0.04504,1.65256,-0.442873,0.072673,0.633963
3841,32.005076,0.2964,0.059949,1.678091,-0.44285,0.072649,0.63396
3842,32.013408,0.310811,0.059144,1.705595,-0.442864,0.072673,0.633958
3843,32.021741,0.114853,0.028726,1.721241,-0.442875,0.072714,0.633967
3844,32.030073,0.202015,0.054951,1.682834,-0.44289,0.072767,0.633945
3845,32.038406,0.225385,0.049964,1.66453,-0.442829,0.072632,0.633966
3846,32.046738,0.215708,0.047705,1.621939,-0.442841,0.072636,0.633966
3847,32.05507,0.189496,0.046545,1.695308,-0.442868,0.072676,0.633967
3848,32.063403,0.089731,0.041233,1.64329,-0.442836,0.072615,0.633973
3849,32.071735,0.124433,0.032994,1.666875,-0.442853,0.072673,0.633962
3850,32.080068,0.208526,0.040695,1.622422,-0.442835,0.072625,0.63396
3851,32.0884,0.168294,0.043602,1.674958,-0.442851,0.072635,0.633978
3852,32.096733,0.171496,0.046436,1.658427,-0.442835,0.072599,0.633973
3853,32.105065,0.062984,0.025513,1.601499,-0.442843,0.072601,0.633972
3854,32.113398,0.053697,0.045879,1.528692,-0.44282,0.072555,0.633961
3855,32.12173,0.22417,0.032928,1.645903,-0.442805,0.07255,0.633943
3856,32.130063,0.174892,0.06122,1.577587,-0.44282,0.072549,0.633966
3857,32.138395,0.018912,0.031235,1.617954,-0.442794,0.07252,0.63396
3858,32.146728,0.198368,0.044437,1.526174,-0.442805,0.072464,0.633986
3859,32.15506,0.211445,0.037279,1.652113,-0.44283,0.072563,0.63398
3860,32.163393,0.18393,0.033675,1.653779,-0.44282,0.072599,0.633966
3861,32.171725,0.231299,0.056357,1.673908,-0.442805,0.072538,0.633976
3862,32.180058,0.095861,0.035446,1.659998,-0.442819,0.072511,0.633975
3863,32.18839,-0.018901,0.032969,1.553945,-0.442781,0.072414,0.633972
3864,32.196723,0.113871,0.038676,1.665862,-0.442862,0.072589,0.633987
3865,32.205055,0.135913,0.034389,1.548949,-0.442768,0.072385,0.633989
3866,32.213388,0.138848,0.028336,1.602596,-0.442814,0.072529,0.633972
3867,32.22172,0.074467,0.031405,1.649598,-0.4428,0.07248,0.633977
3868,32.230053,-0.045695,0.031437,1.620043,-0.442776,0.072441,0.633971
3869,32.238385,0.027839,0.031336,1.592154,-0.442792,0.072483,0.633976
3870,32.246718,0.032108,0.012055,1.676479,-0.442774,0.072489,0.63396
3871,32.25505,0.068255,0.029333,1.669267,-0.442825,0.072491,0.633982
3872,32.263383,0.128298,0.042283,1.615404,-0.442818,0.072563,0.633973
3873,32.271715,0.191437,0.033092,1.731078,-0.442787,0.072504,0.633968
3874,32.280048,0.15662,0.024962,1.571872,-0.442802,0.072488,0.633965
3875,32.28838,0.210112,0.046586,1.624731,-0.442812,0.072528,0.633978
3876,32.296713,0.092702,0.039844,1.567874,-0.442789,0.072519,0.633963
3877,32.305045,0.065706,0.005963,1.618751,-0.442803,0.072516,0.63395
3878,32.313378,0.198492,0.043792,1.632513,-0.442772,0.072497,0.633939
3879,32.32171,0.228887,0.057804,1.588789,-0.44281,0.072546,0.633942
3880,32.330042,0.147804,0.059032,1.597917,-0.442807,0.072514,0.633962
3881,32.338375,0.076031,0.029418,1.590695,-0.442811,0.072536,0.633959
3882,32.346707,0.144508,0.033815,1.614354,-0.442804,0.072485,0.633988
3883,32.35504,-0.020167,0.012111,1.513815,-0.442772,0.072413,0.633993
3884,32.363372,0.136654,0.024962,1.646398,-0.442786,0.072483,0.633982
3885,32.371705,0.060849,0.042118,1.677211,-0.442804,0.072506,0.63399
3886,32.380037,0.147262,0.025665,1.554728,-0.442769,0.072411,0.633992
3887,32.38837,0.192457,0.037931,1.55967,-0.442737,0.072376,0.633967
3888,32.396702,0.196483,0.032514,1.592807,-0.442805,0.072464,0.633977
3889,32.405035,0.225427,0.026064,1.617242,-0.442792,0.072432,0.633974
3890,32.413367,0.157436,0.055711,1.579846,-0.442774,0.072426,0.633975
3891,32.4217,0.212693,0.038695,1.65876,-0.44279,0.072451,0.633966
3892,32.430032,0.176339,0.044002,1.613547,-0.442779,0.072454,0.633973
3893,32.438365,0.187937,0.042009,1.608121,-0.442778,0.072439,0.633985
3894,32.446697,0.216089,0.034331,1.58252,-0.442794,0.072454,0.63398
3895,32.45503,0.170546,0.021042,1.610813,-0.442773,0.072434,0.633969
3896,32.463362,0.122328,0.036217,1.633234,-0.442791,0.072453,0.633976
3897,32.471695,0.020755,0.033491,1.52485,-0.442789,0.072457,0.63397
3898,32.480027,0.000526,0.025433,1.658366,-0.442766,0.072408,0.633972
3899,32.48836,0.195218,0.044474,1.655887,-0.442783,0.072429,0.634002
3900,32.496692,0.047019,0.031347,1.628646,-0.442775,0.072451,0.633986
3901,32.505025,0.089031,0.04994,1.566723,-0.442801,0.072469,0.633987
3902,32.513357,-0.002242,0.025903,1.59506,-0.442768,0.072402,0.633988
3903,32.52169,0.166551,0.038238,1.569625,-0.44275,0.07235,0.633984
3904,32.530022,0.143514,0.028317,1.5644,-0.442797,0.072444,0.633982
3905,32.538355,0.025399,0.02554,1.651026,-0.442762,0.072419,0.633983
3906,32.546687,0.21654,0.034691,1.597422,-0.442777,0.072427,0.633964
3907,32.55502,0.083347,0.017626,1.563073,-0.442756,0.072382,0.633952
3908,32.563352,0.043028,0.025001,1.581884,-0.442779,0.072433,0.633964
3909,32.571685,0.121687,0.048442,1.58104,-0.442768,0.072422,0.633958
3910,32.580017,-0.061035,0.019166,1.565349,-0.442772,0.072429,0.633968
3911,32.58835,0.226026,0.031753,1.672617,-0.442824,0.072478,0.633972
3912,32.596682,0.164926,0.041618,1.536188,-0.442773,0.072391,0.633962
3913,32.605015,0.043007,0.025918,1.57697,-0.44278,0.07248,0.633966
3914,32.613347,0.04205,0.032831,1.567043,-0.44275,0.072417,0.633959
3915,32.621679,0.155674,0.034473,1.502151,-0.442767,0.072429,0.633966
3916,32.630012,0.238995,0.025224,1.612603,-0.44278,0.072395,0.633971
3917,32.638344,0.155179,0.018196,1.547908,-0.442761,0.072374,0.633969
3918,32.646677,0.040617,0.005094,1.580969,-0.442784,0.072427,0.63396
3919,32.655009,0.1135,0.037689,1.594534,-0.442793,0.072437,0.633978
3920,32.663342,0.26837,0.040503,1.618722,-0.44279,0.072414,0.633985
3921,32.671674,0.108135,0.032583,1.570408,-0.442767,0.072422,0.63397
3922,32.680007,0.151189,0.033388,1.609996,-0.442719,0.072283,0.633993
3923,32.688339,-0.071426,-0.001801,1.55693,-0.442738,0.072348,0.633963
3924,32.696672,0.021108,0.005818,1.585377,-0.442723,0.07229,0.633959
3925,32.705004,0.029047,0.004317,1.549137,-0.442756,0.072376,0.633963
3926,32.713337,0.150695,0.017384,1.634018,-0.442754,0.072332,0.633957
3927,32.721669,0.182898,0.033529,1.685576,-0.442775,0.072433,0.63395
3928,32.730002,0.190433,0.03468,1.606346,-0.442766,0.072358,0.633961
3929,32.738334,0.06318,0.029152,1.622428,-0.442756,0.072372,0.633957
3930,32.746667,0.181588,0.044805,1.561978,-0.442748,0.07233,0.633972
3931,32.754999,0.153073,0.023521,1.557231,-0.4427,0.072223,0.633968
3932,32.763332,0.169147,0.05896,1.551097,-0.442716,0.072273,0.633961
3933,32.771664,0.202463,0.044961,1.56981,-0.442716,0.072279,0.633957
3934,32.779997,0.176717,0.045632,1.581014,-0.442715,0.072294,0.633951
3935,32.788329,0.242458,0.02817,1.661876,-0.442707,0.072213,0.633957
3936,32.796662,0.117361,0.040414,1.584117,-0.442729,0.072274,0.63395
3937,32.804994,-0.031094,0.013183,1.48478,-0.442692,0.072214,0.633951
3938,32.813327,0.233337,0.057899,1.572565,-0.442711,0.072244,0.633963
3939,32.821659,0.265472,0.048765,1.564058,-0.442712,0.072273,0.633953
3940,32.829992,0.213516,0.027938,1.543124,-0.44269,0.07216,0.633969
3941,32.838324,0.16814,0.030897,1.601355,-0.442707,0.072164,0.633982
3942,32.846657,0.088085,0.043665,1.521981,-0.442689,0.072154,0.633986
3943,32.854989,0.210598,0.036822,1.603781,-0.44272,0.072207,0.633985
3944,32.863322,0.262489,0.056442,1.544543,-0.442695,0.072136,0.633995
3945,32.871654,0.203301,0.049783,1.571039,-0.442682,0.072139,0.633968
3946,32.879987,0.027371,0.033833,1.52119,-0.442647,0.072059,0.633987
3947,32.888319,0.148689,0.039029,1.532864,-0.442674,0.072141,0.633972
3948,32.896651,0.069657,0.033213,1.51946,-0.442698,0.072178,0.633972
3949,32.904984,0.151296,0.019558,1.433909,-0.442657,0.072075,0.633965
3950,32.913316,0.094631,0.025732,1.506731,-0.442674,0.072128,0.633962
3951,32.921649,-0.005715,0.038925,1.49356,-0.44264,0.072036,0.633962
3952,32.929981,0.254661,0.045732,1.612683,-0.44267,0.072088,0.633971
3953,32.938314,0.146057,0.015898,1.640951,-0.442666,0.072102,0.633942
3954,32.946646,0.058358,0.034335,1.598139,-0.442698,0.072151,0.633967
3955,32.954979,0.129458,0.014027,1.505987,-0.442653,0.072066,0.633956
3956,32.963311,0.045498,0.036768,1.466063,-0.442657,0.072081,0.633957
3957,32.971644,0.030595,0.0236,1.526653,-0.442639,0.072022,0.633977
3958,32.979976,0.042976,0.04104,1.452686,-0.442677,0.072083,0.633997
3959,32.988309,0.085138,0.034624,1.506474,-0.442621,0.072043,0.633976
3960,32.996641,0.192877,0.060323,1.405927,-0.442638,0.071991,0.633971
3961,33.004974,0.204089,0.066404,1.449527,-0.44265,0.072014,0.63396
3962,33.013306,0.130327,0.051218,1.392958,-0.442633,0.071964,0.633987
3963,33.021639,0.082946,0.055119,1.383087,-0.4426,0.071906,0.633971
3964,33.029971,0.091744,0.043366,1.487527,-0.442626,0.071956,0.63396
3965,33.038304,0.281292,0.051335,1.485001,-0.442643,0.071924,0.633973
3966,33.046636,0.140993,0.060507,1.475604,-0.442593,0.071901,0.633958
3967,33.054969,0.089119,0.04026,1.439192,-0.442588,0.071904,0.633942
3968,33.063301,0.216317,0.041657,1.507915,-0.44262,0.071923,0.633976
3969,33.071634,0.222299,0.062249,1.478435,-0.442651,0.071992,0.633955
3970,33.079966,0.107712,0.015354,1.507681,-0.442648,0.072021,0.633949
3971,33.088299,0.204137,0.04037,1.488171,-0.442667,0.071998,0.633986
3972,33.096631,0.071946,0.030611,1.480626,-0.442618,0.071972,0.633972
3973,33.104964,0.108109,0.028165,1.503917,-0.44258,0.071886,0.633994
3974,33.113296,0.20561,0.022855,1.476347,-0.442657,0.071967,0.634026
3975,33.121629,0.104039,0.042578,1.43742,-0.442616,0.07194,0.634017
3976,33.129961,0.077571,0.043144,1.432487,-0.442622,0.071889,0.634035
3977,33.138294,-0.006423,0.025729,1.463685,-0.442667,0.072044,0.634023
3978,33.146626,0.212543,0.054642,1.470375,-0.442597,0.071883,0.633981
3979,33.154959,0.241745,0.058227,1.473228,-0.442612,0.071849,0.633989
3980,33.163291,0.073345,0.043317,1.481206,-0.442594,0.071823,0.633995
3981,33.171623,0.062488,0.034281,1.420897,-0.442579,0.071814,0.633977
3982,33.179956,-0.011992,0.035518,1.417678,-0.442603,0.071881,0.633979
3983,33.188288,0.111714,0.035139,1.467898,-0.442579,0.071859,0.633959
3984,33.196621,0.116987,0.038399,1.509136,-0.442594,0.071848,0.633956
3985,33.204953,0.14413,0.042899,1.456105,-0.442547,0.07175,0.633967
3986,33.213286,0.169542,0.060008,1.428125,-0.442594,0.071805,0.633976
3987,33.221618,0.290238,0.061053,1.495668,-0.442583,0.071828,0.63393
3988,33.229951,0.192372,0.059734,1.427162,-0.442574,0.071779,0.633958
3989,33.238283,0.101191,0.03645,1.456959,-0.442563,0.071772,0.633968
3990,33.246616,0.174567,0.041931,1.541084,-0.44258,0.071793,0.634
3991,33.254948,-0.076346,0.032685,1.460333,-0.442549,0.071731,0.633978
3992,33.263281,0.116989,0.04635,1.408961,-0.442596,0.071837,0.63399
3993,33.271613,0.120886,0.041511,1.405422,-0.442574,0.071784,0.633976
3994,33.279946,-0.063335,0.021289,1.445781,-0.442567,0.071798,0.633983
3995,33.288278,0.187914,0.062205,1.52678,-0.442629,0.071906,0.634002
3996,33.296611,0.082512,0.051802,1.406247,-0.442642,0.071854,0.633985
3997,33.304943,0.040161,0.019792,1.503497,-0.442564,0.071776,0.633972
3998,33.313276,0.040103,0.04698,1.498178,-0.442564,0.071751,0.633972
3999,33.321608,0.120871,0.036313,1.441791,-0.442575,0.0717,0.63398
4000,33.329941,0.090504,0.033047,1.477707,-0.44255,0.071685,0.633965
4001,33.338273,-0.001866,0.022097,1.483425,-0.442566,0.071665,0.633996
4002,33.346606,-0.03696,0.020266,1.400541,-0.44255,0.071683,0.633995
4003,33.354938,0.188759,0.037886,1.478779,-0.442521,0.071626,0.633983
4004,33.363271,0.135192,0.032399,1.472674,-0.442538,0.071647,0.633979
4005,33.371603,0.075592,0.030698,1.503549,-0.442551,0.071679,0.633982
4006,33.379936,0.095627,0.043471,1.509199,-0.442565,0.071688,0.633967
4007,33.388268,0.246363,0.058609,1.371814,-0.442529,0.071564,0.633987
4008,33.396601,0.210503,0.04426,1.405621,-0.442551,0.071594,0.63398
4009,33.404933,0.145987,0.040969,1.423735,-0.44251,0.071577,0.633972
4010,33.413266,0.074968,0.018549,1.352021,-0.442499,0.071547,0.633968
4011,33.421598,0.117958,0.039008,1.333113,-0.442531,0.071625,0.633953
4012,33.429931,0.158708,0.036396,1.434256,-0.442536,0.071623,0.633939
4013,33.438263,0.134149,0.030625,1.360202,-0.442551,0.07159,0.63394
4014,33.446596,0.112764,0.053663,1.36076,-0.442506,0.071547,0.633951
4015,33.454928,0.158185,0.039048,1.444798,-0.442517,0.071584,0.633953
4016,33.46326,0.044318,0.03305,1.457297,-0.442558,0.071633,0.633971
4017,33.471593,0.16031,0.016673,1.460416,-0.442496,0.071551,0.633975
4018,33.479925,0.112589,0.051465,1.446342,-0.442494,0.071489,0.633967
4019,33.488258,0.061501,0.019208,1.383089,-0.44253,0.071554,0.633982
4020,33.49659,0.242276,0.044685,1.513205,-0.442525,0.071578,0.633994
4021,33.504923,0.094711,0.027846,1.453341,-0.442565,0.071599,0.633992
4022,33.513255,0.231227,0.050677,1.452444,-0.442522,0.071595,0.633987
4023,33.521588,0.262313,0.037652,1.555747,-0.442505,0.071533,0.633964
4024,33.52992,0.067576,0.030312,1.45351,-0.442486,0.071503,0.633972
4025,33.538253,0.201773,0.047929,1.376324,-0.442467,0.071481,0.63398
4026,33.546585,0.157399,0.020923,1.380113,-0.442497,0.071451,0.633974
4027,33.554918,0.208483,0.041892,1.433923,-0.442458,0.071448,0.633974
4028,33.56325,0.146055,0.04839,1.449936,-0.442534,0.071548,0.634003
4029,33.571583,0.244002,0.059568,1.431796,-0.442507,0.071541,0.633998
4030,33.579915,0.157123,0.048483,1.404272,-0.442506,0.071531,0.63399
4031,33.588248,0.309736,0.056117,1.360378,-0.442535,0.071555,0.633957
4032,33.59658,0.169454,0.016149,1.409061,-0.442516,0.071532,0.633953
4033,33.604913,0.187236,0.079292,1.473337,-0.442511,0.071466,0.633929
4034,33.613245,0.195013,0.055599,1.355845,-0.442508,0.071541,0.633935
4035,33.621578,0.166005,0.028475,1.403815,-0.442502,0.071496,0.63395
4036,33.62991,0.199183,0.034055,1.428041,-0.442517,0.071479,0.633933
4037,33.638243,0.085128,0.057129,1.301068,-0.442471,0.071457,0.633948
4038,33.646575,0.176203,0.042367,1.429862,-0.442506,0.071478,0.633966
4039,33.654908,0.089291,0.015875,1.36391,-0.442505,0.071494,0.633989
4040,33.66324,0.180449,0.05092,1.383165,-0.442482,0.071439,0.633993
4041,33.671573,0.076521,0.052655,1.313639,-0.442462,0.071395,0.634007
4042,33.679905,0.133548,0.05407,1.424475,-0.442485,0.071508,0.633999
4043,33.688238,0.144405,0.049327,1.451383,-0.44249,0.071435,0.634002
4044,33.69657,0.276868,0.059926,1.333799,-0.442459,0.071307,0.634015
4045,33.704903,0.131797,0.036305,1.457122,-0.442476,0.071324,0.634022
4046,33.713235,0.227924,0.022527,1.441971,-0.442491,0.071387,0.634007
4047,33.721568,0.194258,0.041831,1.46353,-0.442467,0.071349,0.634001
4048,33.7299,0.229923,0.0615,1.485257,-0.442458,0.071366,0.633999
4049,33.738232,0.277445,0.036455,1.353713,-0.442499,0.071439,0.633988
4050,33.746565,0.216134,0.060748,1.282476,-0.442451,0.071346,0.633964
4051,33.754897,0.212921,0.040193,1.449265,-0.442495,0.071337,0.633982
4052,33.76323,0.161305,0.048378,1.405595,-0.442458,0.071303,0.633961
4053,33.771562,0.175775,0.037142,1.388419,-0.442448,0.071336,0.633942
4054,33.779895,0.131992,0.051531,1.476914,-0.442396,0.071209,0.633948
4055,33.788227,0.29024,0.068737,1.404959,-0.442429,0.071246,0.633971
4056,33.79656,0.223571,0.062791,1.399433,-0.442415,0.071185,0.633961
4057,33.804892,0.183928,0.031516,1.422579,-0.442447,0.071262,0.633989
4058,33.813225,0.165224,0.044961,1.428282,-0.442414,0.071185,0.633995
4059,33.821557,0.152577,0.036015,1.370561,-0.442409,0.071183,0.633992
4060,33.82989,0.225638,0.061085,1.406064,-0.442414,0.071228,0.634
4061,33.838222,0.042113,0.03972,1.388475,-0.442467,0.071221,0.634008
4062,33.846555,0.184461,0.033168,1.310613,-0.442406,0.071129,0.634011
4063,33.854887,0.21244,0.035131,1.464358,-0.442461,0.071323,0.633996
4064,33.86322,0.290916,0.058899,1.413356,-0.442448,0.071225,0.633987
4065,33.871552,0.138284,0.022991,1.35182,-0.442428,0.071202,0.633972
4066,33.879885,0.315672,0.058861,1.430169,-0.442463,0.07123,0.633974
4067,33.888217,0.255985,0.048019,1.402628,-0.442479,0.071305,0.633963
4068,33.89655,0.076207,0.045293,1.386174,-0.442427,0.07122,0.633964
4069,33.904882,0.073128,0.027753,1.370279,-0.44239,0.071191,0.633952
4070,33.913215,0.17227,0.07091,1.351681,-0.442421,0.071221,0.633981
4071,33.921547,0.164231,0.021566,1.362923,-0.442411,0.07119,0.633968
4072,33.92988,0.243825,0.06469,1.318321,-0.442431,0.071219,0.633988
4073,33.938212,0.222064,0.07261,1.359665,-0.442421,0.071174,0.634001
4074,33.946545,0.225424,0.039617,1.315864,-0.442414,0.071182,0.634006
4075,33.954877,0.202908,0.037801,1.43368,-0.442421,0.071155,0.63401
4076,33.96321,0.224038,0.028162,1.36286,-0.442423,0.071142,0.634017
4077,33.971542,0.217854,0.054235,1.402762,-0.442425,0.071171,0.634019
4078,33.979875,-0.012362,0.019226,1.342704,-0.442387,0.071157,0.633998
4079,33.988207,0.110579,0.025188,1.395684,-0.442397,0.071142,0.633994
4080,33.99654,0.14022,0.02402,1.450081,-0.442405,0.071132,0.633993
4081,34.004872,0.117278,0.044032,1.433764,-0.442371,0.071076,0.633981
4082,34.013205,0.183733,0.047976,1.422038,-0.442393,0.071118,0.633991
4083,34.021537,0.321237,0.057973,1.443832,-0.442416,0.071156,0.63399
4084,34.029869,0.115333,0.035839,1.419175,-0.442444,0.071179,0.634001
4085,34.038202,0.210514,0.052789,1.37813,-0.442396,0.071078,0.634011
4086,34.046534,0.162345,0.020646,1.365261,-0.44244,0.071203,0.633982
4087,34.054867,0.316582,0.052401,1.518982,-0.442432,0.071192,0.634002
4088,34.063199,0.184347,0.06482,1.283926,-0.442395,0.071114,0.633994
4089,34.071532,0.148293,0.046988,1.330014,-0.442424,0.071152,0.633981
4090,34.079864,0.170306,0.025358,1.352661,-0.442381,0.07108,0.633983
4091,34.088197,0.122153,0.049812,1.374923,-0.442365,0.071034,0.633996
4092,34.096529,0.282487,0.039234,1.404448,-0.442388,0.071053,0.634003
4093,34.104862,0.330906,0.056371,1.426246,-0.442397,0.07105,0.634019
4094,34.113194,0.356086,0.070037,1.423082,-0.442463,0.071162,0.634011
4095,34.121527,0.285525,0.074532,1.399877,-0.442363,0.071037,0.633997
4096,34.129859,0.264326,0.060466,1.409733,-0.442433,0.07114,0.633987
4097,34.138192,0.132548,0.052701,1.362101,-0.442437,0.071133,0.634015
4098,34.146524,0.087101,0.045241,1.374114,-0.442427,0.071133,0.633995
4099,34.154857,0.285059,0.062964,1.400434,-0.442428,0.071125,0.633988
4100,34.163189,0.20437,0.054892,1.389255,-0.442344,0.070974,0.633992
4101,34.171522,0.155894,0.042526,1.377934,-0.442379,0.071049,0.633976
4102,34.179854,0.193144,0.038161,1.42565,-0.442444,0.071165,0.633994
4103,34.188187,0.149318,0.046507,1.405175,-0.442375,0.071092,0.63398
4104,34.196519,0.172504,0.041809,1.406567,-0.442459,0.07123,0.633989
4105,34.204852,0.277088,0.059987,1.360986,-0.442438,0.071151,0.633998
4106,34.213184,0.163128,0.055267,1.36573,-0.442405,0.071094,0.633992
4107,34.221517,0.138199,0.037731,1.321721,-0.442405,0.071146,0.633982
4108,34.229849,0.072577,0.055968,1.344278,-0.442412,0.071041,0.633995
4109,34.238182,0.196509,0.045175,1.491965,-0.442393,0.071014,0.633996
4110,34.246514,0.243034,0.050518,1.367158,-0.44238,0.071019,0.63401
4111,34.254847,0.159398,0.053214,1.343418,-0.442386,0.070968,0.634023
4112,34.263179,0.140997,0.049883,1.321474,-0.442424,0.071125,0.63401
4113,34.271512,0.215653,0.052009,1.384672,-0.442404,0.071079,0.634017
4114,34.279844,0.187576,0.045188,1.401645,-0.442361,0.070963,0.634019
4115,34.288177,0.270704,0.058847,1.297252,-0.442388,0.071036,0.634002
4116,34.296509,0.120639,0.038674,1.359756,-0.442414,0.071057,0.634007
4117,34.304841,0.362273,0.053264,1.337347,-0.442472,0.071144,0.634004
4118,34.313174,0.127248,0.050308,1.383637,-0.44238,0.071015,0.633992
4119,34.321506,0.109543,0.042954,1.324103,-0.442382,0.071038,0.634011
4120,34.329839,0.211749,0.05705,1.398869,-0.442389,0.071039,0.634004
4121,34.338171,0.25422,0.06023,1.436247,-0.442416,0.07111,0.634029
4122,34.346504,0.191465,0.030617,1.402747,-0.442379,0.07103,0.634005
4123,34.354836,0.218717,0.02742,1.38784,-0.442382,0.070998,0.634005
4124,34.363169,0.133309,0.046576,1.394519,-0.442405,0.071025,0.634008
4125,34.371501,0.217321,0.030438,1.457737,-0.442411,0.07108,0.634014
4126,34.379834,0.224139,0.043653,1.365428,-0.442393,0.071021,0.633983
4127,34.388166,0.068026,0.037876,1.428276,-0.442408,0.071075,0.634001
4128,34.396499,0.202721,0.060237,1.378558,-0.442367,0.071026,0.633979
4129,34.404831,0.212519,0.059031,1.358719,-0.442366,0.070995,0.633988
4130,34.413164,0.16238,0.037869,1.455888,-0.442392,0.071008,0.633995
4131,34.421496,0.212448,0.051776,1.411849,-0.442397,0.071035,0.634008
4132,34.429829,0.164648,0.050601,1.361706,-0.442375,0.071017,0.633997
4133,34.438161,0.089274,0.02148,1.466315,-0.442396,0.071048,0.634009
4134,34.446494,0.287703,0.057253,1.408072,-0.442392,0.070997,0.634018
4135,34.454826,0.113889,0.038939,1.321767,-0.44235,0.07093,0.63401
4136,34.463159,0.085375,0.034166,1.423307,-0.442379,0.070985,0.63401
4137,34.471491,0.188646,0.041803,1.370857,-0.442346,0.070969,0.633996
4138,34.479824,0.205841,0.007601,1.37396,-0.442358,0.070938,0.633994
4139,34.488156,0.235276,0.033629,1.278434,-0.442362,0.070938,0.633968
4140,34.496489,0.141818,0.034333,1.396289,-0.442371,0.070963,0.633991
4141,34.504821,0.106006,0.037234,1.331444,-0.442381,0.071013,0.633992
4142,34.513154,0.30031,0.047125,1.440562,-0.442419,0.07103,0.633994
