frame,time,rx,ry,rz,px,py,pz
11380,94.823681,-2.499953,-0.260398,1.063854,-0.443223,0.071748,0.632954
11381,94.832014,-2.383983,-0.243086,1.157939,-0.443223,0.071764,0.632967
11382,94.840346,-2.370169,-0.255805,1.150054,-0.443229,0.07175,0.632979
11383,94.848679,-2.361688,-0.254827,1.106847,-0.443216,0.071745,0.632984
11384,94.857011,-2.293826,-0.251964,1.137353,-0.443218,0.071747,0.632975
11385,94.865344,-2.244994,-0.24651,1.209712,-0.443247,0.071808,0.633006
11386,94.873676,-2.312235,-0.237432,1.125426,-0.443244,0.071784,0.63301
11387,94.882009,-1.752759,-0.195606,1.564482,-0.44336,0.071968,0.633074
11388,94.890341,-1.770868,-0.204398,1.607944,-0.443347,0.071924,0.633077
11389,94.898674,-1.772139,-0.221108,1.61229,-0.443376,0.071995,0.633094
11390,94.907006,-2.264033,-0.240447,1.169774,-0.443199,0.071729,0.63305
11391,94.915339,-1.760697,-0.197926,1.608164,-0.443333,0.071949,0.633075
11392,94.923671,-1.842624,-0.210846,1.56359,-0.443307,0.071867,0.633088
11393,94.932004,-1.760528,-0.213324,1.581252,-0.443292,0.071832,0.633085
11394,94.940336,-1.909035,-0.212,1.526312,-0.443287,0.071845,0.63306
11395,94.948669,-2.507774,-0.271772,1.036229,-0.443194,0.071681,0.633042
11396,94.957001,-2.347346,-0.259783,1.129709,-0.443167,0.071651,0.633024
11397,94.965334,-1.887164,-0.229498,1.534525,-0.443283,0.071831,0.633045
11398,94.973666,-2.269279,-0.244964,1.15588,-0.443167,0.071617,0.633019
11399,94.981999,-2.40038,-0.255844,1.128165,-0.443146,0.07157,0.633009
11400,94.990331,-2.230093,-0.238535,1.064101,-0.443144,0.071589,0.632998
11401,94.998664,-2.341635,-0.254017,1.076916,-0.443168,0.071623,0.632978
11402,95.006996,-2.305697,-0.227143,0.971218,-0.443156,0.071581,0.632981
11403,95.015329,-2.265295,-0.23751,1.092564,-0.443149,0.0716,0.632983
11404,95.023661,-2.202497,-0.240401,1.131837,-0.443119,0.071496,0.632996
11405,95.031993,-2.336791,-0.228892,0.997062,-0.443122,0.071524,0.632982
11406,95.040326,-1.71738,-0.211269,1.589275,-0.443285,0.071772,0.63305
11407,95.048658,-2.32467,-0.23555,1.017938,-0.443116,0.071481,0.633036
11408,95.056991,-1.802901,-0.211488,1.589487,-0.443245,0.071686,0.633076
11409,95.065323,-1.845128,-0.212483,1.529267,-0.443259,0.071716,0.633071
11410,95.073656,-1.760086,-0.204619,1.594088,-0.443226,0.071693,0.633079
11411,95.081988,-1.8414,-0.221182,1.574749,-0.443227,0.071649,0.63307
11412,95.090321,-1.772569,-0.190494,1.475447,-0.443258,0.071714,0.633097
11413,95.098653,-1.89527,-0.21659,1.533872,-0.443268,0.071742,0.633086
11414,95.106986,-1.712462,-0.212385,1.600121,-0.443276,0.071777,0.633083
11415,95.115318,-2.338203,-0.256818,1.089602,-0.443115,0.071489,0.633027
11416,95.123651,-1.775834,-0.203622,1.488542,-0.443262,0.071749,0.633059
11417,95.131983,-2.273193,-0.241555,1.109257,-0.443128,0.071534,0.633018
11418,95.140316,-2.283061,-0.241456,1.088606,-0.443126,0.071526,0.633005
11419,95.148648,-2.389024,-0.259166,1.183245,-0.443129,0.07158,0.633005
11420,95.156981,-2.389755,-0.245471,0.973064,-0.443106,0.071462,0.632973
11421,95.165313,-2.275042,-0.243345,1.101558,-0.443098,0.071453,0.632997
11422,95.173646,-2.23283,-0.242385,1.13444,-0.443086,0.071476,0.632978
11423,95.181978,-1.672355,-0.208303,1.535845,-0.443232,0.071679,0.633023
11424,95.190311,-2.270977,-0.239601,1.058328,-0.443068,0.071386,0.63301
11425,95.198643,-1.73973,-0.186014,1.539907,-0.443236,0.071711,0.633066
11426,95.206976,-1.74855,-0.226425,1.557423,-0.443248,0.07173,0.633068
11427,95.215308,-1.742999,-0.199188,1.599649,-0.443253,0.071714,0.633085
11428,95.223641,-1.845415,-0.229219,1.580289,-0.443234,0.071665,0.633096
11429,95.231973,-1.826227,-0.222228,1.552143,-0.443228,0.071692,0.633105
11430,95.240306,-1.662842,-0.192415,1.563739,-0.443265,0.071763,0.633101
11431,95.248638,-1.767308,-0.205122,1.57348,-0.44327,0.071771,0.633097
11432,95.256971,-1.763867,-0.205655,1.581181,-0.443233,0.071692,0.633082
11433,95.265303,-1.803142,-0.203327,1.521087,-0.443218,0.071644,0.633053
11434,95.273636,-1.645945,-0.197521,1.543621,-0.443214,0.071619,0.633067
11435,95.281968,-2.307091,-0.241328,1.04835,-0.443083,0.071407,0.633026
11436,95.290301,-1.730661,-0.201943,1.546616,-0.443204,0.07162,0.633061
11437,95.298633,-2.304525,-0.252208,1.115285,-0.443097,0.071493,0.633001
11438,95.306965,-0.29858,-0.05161,1.840546,-0.443184,0.071349,0.633016
11439,95.315298,-1.729805,-0.191459,1.517459,-0.443214,0.071653,0.633052
11440,95.32363,-1.818079,-0.217459,1.458066,-0.4432,0.071605,0.63304
11441,95.331963,-1.782,-0.23042,1.545692,-0.443218,0.071628,0.633063
11442,95.340295,-1.798734,-0.203339,1.498401,-0.443215,0.071572,0.633066
11443,95.348628,-1.817545,-0.219975,1.542093,-0.443182,0.071546,0.633049
11444,95.35696,-1.921836,-0.234376,1.550665,-0.443207,0.071623,0.633076
11445,95.365293,-1.641981,-0.190441,1.54742,-0.443212,0.071595,0.633076
11446,95.373625,-1.746506,-0.207178,1.543859,-0.443203,0.071578,0.633077
11447,95.381958,-1.795321,-0.224602,1.547238,-0.443197,0.071581,0.633086
11448,95.39029,-1.715322,-0.182911,1.489484,-0.443191,0.071608,0.633076
11449,95.398623,-1.820029,-0.215304,1.484828,-0.443185,0.071569,0.633095
11450,95.406955,-1.622163,-0.190801,1.617776,-0.443214,0.07158,0.633099
11451,95.415288,-1.956639,-0.232608,1.54976,-0.4432,0.071611,0.633095
11452,95.42362,-1.802907,-0.201458,1.527483,-0.443221,0.071626,0.6331
11453,95.431953,-1.766882,-0.222936,1.568777,-0.443169,0.071518,0.633081
11454,95.440285,-1.671678,-0.184058,1.562412,-0.443178,0.071509,0.633088
11455,95.448618,-1.779741,-0.221465,1.553445,-0.443172,0.071476,0.633074
11456,95.45695,-1.868949,-0.228114,1.575103,-0.443128,0.071455,0.633051
11457,95.465283,-1.670792,-0.19677,1.611583,-0.443153,0.071503,0.63306
11458,95.473615,-0.517372,-0.053037,1.712388,-0.443145,0.071201,0.633031
11459,95.481948,-1.699136,-0.20763,1.570805,-0.443141,0.071449,0.633053
11460,95.49028,-1.776918,-0.201333,1.539196,-0.443131,0.071381,0.63304
11461,95.498613,-2.345751,-0.255051,1.07103,-0.443003,0.071219,0.632994
11462,95.506945,-2.321463,-0.233846,1.035577,-0.443019,0.071215,0.632986
11463,95.515278,-1.708535,-0.204789,1.543542,-0.44315,0.071398,0.633052
11464,95.52361,-1.774768,-0.216778,1.5535,-0.443128,0.071385,0.633058
11465,95.531943,-1.785796,-0.204154,1.530683,-0.443148,0.071436,0.633071
11466,95.540275,-1.867165,-0.219346,1.457387,-0.443126,0.071393,0.633074
11467,95.548608,-1.926229,-0.217729,1.493255,-0.443152,0.071467,0.633088
11468,95.55694,-1.736023,-0.209278,1.568684,-0.443157,0.071413,0.633099
11469,95.565273,-1.819005,-0.21475,1.561701,-0.443124,0.071419,0.63309
11470,95.573605,-1.85694,-0.223793,1.504453,-0.443126,0.071374,0.63307
11471,95.581937,-1.74228,-0.195032,1.509342,-0.443121,0.071342,0.633055
11472,95.59027,-0.458138,-0.059281,1.718867,-0.443136,0.071144,0.633045
11473,95.598602,-1.959947,-0.241361,1.539772,-0.443127,0.071365,0.633053
11474,95.606935,-1.859115,-0.211221,1.438613,-0.443119,0.071335,0.633078
11475,95.615267,-1.793141,-0.209491,1.510351,-0.443139,0.071419,0.633058
11476,95.6236,-0.433791,-0.002457,1.700364,-0.44308,0.071018,0.633055
11477,95.631932,-1.854123,-0.219561,1.467539,-0.443132,0.071397,0.633072
11478,95.640265,-1.860659,-0.225182,1.551821,-0.443137,0.071383,0.633082
11479,95.648597,-0.370895,-0.026973,1.751614,-0.443072,0.071041,0.633053
11480,95.65693,-1.878116,-0.220367,1.496476,-0.443139,0.071404,0.633079
11481,95.665262,-1.761786,-0.202833,1.501241,-0.443139,0.071404,0.633061
11482,95.673595,-1.832958,-0.218024,1.559818,-0.443105,0.0713,0.633049
11483,95.681927,-1.782614,-0.216362,1.495879,-0.443125,0.071354,0.63304
11484,95.69026,-1.750057,-0.209723,1.432932,-0.44308,0.071236,0.633034
11485,95.698592,-1.797489,-0.217505,1.467165,-0.4431,0.071308,0.633038
11486,95.706925,-0.31456,0.007821,1.76681,-0.443073,0.070965,0.633017
11487,95.715257,-1.803887,-0.217958,1.499747,-0.443098,0.071289,0.633043
11488,95.72359,-1.97471,-0.230929,1.459322,-0.443084,0.071287,0.63304
11489,95.731922,-1.775689,-0.216691,1.579337,-0.44309,0.071307,0.633056
11490,95.740255,-1.971424,-0.230062,1.439504,-0.44308,0.071245,0.633065
11491,95.748587,-1.913403,-0.229544,1.494488,-0.443123,0.071338,0.633075
11492,95.75692,-1.683892,-0.217307,1.554328,-0.443127,0.071333,0.633077
11493,95.765252,-0.484301,-0.037159,1.718653,-0.443017,0.070896,0.633028
11494,95.773585,-1.731636,-0.199432,1.494244,-0.443056,0.071163,0.633048
11495,95.781917,-1.703024,-0.184112,1.451326,-0.443055,0.071185,0.633066
11496,95.79025,-1.71294,-0.212336,1.551646,-0.443082,0.071263,0.633055
11497,95.798582,-1.721778,-0.194824,1.498996,-0.443101,0.071305,0.633059
11498,95.806915,-1.83644,-0.225382,1.556854,-0.4431,0.071269,0.633077
11499,95.815247,-1.911977,-0.233761,1.40737,-0.443063,0.071173,0.633045
11500,95.82358,-0.442854,-0.023797,1.768203,-0.443029,0.070898,0.633016
11501,95.831912,-1.747455,-0.212897,1.462113,-0.443089,0.071236,0.633069
11502,95.840245,-1.844852,-0.228304,1.471342,-0.443049,0.07121,0.63306
11503,95.848577,-1.641398,-0.181757,1.444548,-0.443059,0.071191,0.633057
11504,95.85691,-1.925951,-0.22624,1.486303,-0.443057,0.071219,0.63307
11505,95.865242,-1.794384,-0.215279,1.446543,-0.443079,0.071257,0.633072
11506,95.873574,-0.515799,-0.044694,1.737754,-0.443026,0.070905,0.633066
11507,95.881907,-1.730535,-0.210952,1.544572,-0.443096,0.071307,0.633077
11508,95.890239,-2.009486,-0.245046,1.431132,-0.443051,0.071238,0.633044
11509,95.898572,-1.854962,-0.214355,1.457735,-0.443058,0.071185,0.633074
11510,95.906904,-1.808786,-0.229308,1.495925,-0.443071,0.071228,0.633083
11511,95.915237,-1.860147,-0.224591,1.438364,-0.443074,0.071256,0.633064
11512,95.923569,-1.715409,-0.195287,1.452887,-0.44305,0.071188,0.633085
11513,95.931902,-1.846292,-0.219425,1.482272,-0.443038,0.071194,0.633067
11514,95.940234,-1.803535,-0.208757,1.472256,-0.443044,0.071141,0.633096
11515,95.948567,-1.845906,-0.210595,1.412978,-0.443025,0.071131,0.633086
11516,95.956899,-0.494792,-0.03159,1.677094,-0.443015,0.070833,0.63309
11517,95.965232,-1.905976,-0.220131,1.405437,-0.443049,0.071155,0.633095
11518,95.973564,-0.467092,-0.042692,1.815726,-0.442994,0.070817,0.63308
11519,95.981897,-0.365004,-0.02438,1.634115,-0.442989,0.070808,0.633034
11520,95.990229,-0.409973,-0.026913,1.69275,-0.442995,0.0708,0.633042
11521,95.998562,-1.777552,-0.214132,1.510114,-0.443022,0.07108,0.633062
11522,96.006894,-1.788876,-0.224597,1.506288,-0.443015,0.071083,0.633064
11523,96.015227,-0.451848,-0.016992,1.735892,-0.442986,0.070779,0.633047
11524,96.023559,-0.479995,-0.022168,1.67225,-0.442964,0.070688,0.633063
11525,96.031892,-0.448333,-0.015858,1.665129,-0.442986,0.070783,0.63306
11526,96.040224,-0.42484,-0.040806,1.687697,-0.442977,0.070717,0.63306
11527,96.048557,-1.733289,-0.198166,1.497769,-0.44301,0.071054,0.63309
11528,96.056889,-0.480821,-0.036008,1.681394,-0.44299,0.070792,0.633049
11529,96.065222,-0.44271,-0.015002,1.666029,-0.442962,0.070725,0.633065
11530,96.073554,-1.828869,-0.211874,1.468074,-0.443038,0.071106,0.633093
11531,96.081887,-0.636809,-0.053213,1.619208,-0.442989,0.070796,0.63307
11532,96.090219,-1.875119,-0.21953,1.483351,-0.443019,0.071086,0.63309
11533,96.098552,-0.252278,-0.000234,1.688517,-0.44299,0.070739,0.633038
11534,96.106884,-1.706398,-0.198887,1.407035,-0.443019,0.071076,0.633063
11535,96.115217,-1.6835,-0.194093,1.441327,-0.443028,0.071073,0.633088
11536,96.123549,-1.687464,-0.20391,1.484598,-0.443004,0.07102,0.633081
11537,96.131882,-0.502048,-0.030261,1.654069,-0.442964,0.070709,0.633043
11538,96.140214,-0.476476,-0.023241,1.70665,-0.442954,0.070694,0.633049
11539,96.148546,-1.613351,-0.200765,1.398035,-0.443025,0.071105,0.633063
11540,96.156879,-1.789641,-0.198839,1.382075,-0.443009,0.07106,0.633067
11541,96.165211,-1.788483,-0.20146,1.422777,-0.443007,0.071097,0.633074
11542,96.173544,-0.638974,-0.055339,1.58686,-0.443005,0.070827,0.633067
11543,96.181876,-1.691342,-0.205094,1.46341,-0.443034,0.071101,0.633079
11544,96.190209,-1.695482,-0.203977,1.488297,-0.443016,0.071109,0.633076
11545,96.198541,-0.33275,-0.041831,1.786398,-0.442976,0.070786,0.633053
11546,96.206874,-1.699554,-0.176823,1.376993,-0.443002,0.071045,0.633078
11547,96.215206,-0.544827,-0.046244,1.660591,-0.442965,0.070731,0.63305
11548,96.223539,-1.937436,-0.208341,1.371645,-0.443008,0.071058,0.633078
11549,96.231871,-0.467266,-0.049263,1.705286,-0.443001,0.070787,0.633051
11550,96.240204,-1.705683,-0.195398,1.48948,-0.443034,0.071107,0.633061
11551,96.248536,-1.736137,-0.200004,1.424716,-0.443022,0.07114,0.633073
11552,96.256869,-1.832357,-0.201083,1.456175,-0.443063,0.071139,0.633107
11553,96.265201,-1.621293,-0.183572,1.53878,-0.442976,0.071032,0.633101
11554,96.273534,-1.828474,-0.203849,1.41018,-0.443018,0.071093,0.633091
11555,96.281866,-1.813672,-0.208972,1.386765,-0.443024,0.071098,0.633102
11556,96.290199,-1.810539,-0.226609,1.443301,-0.442994,0.07105,0.633097
11557,96.298531,-0.36231,-0.029539,1.645982,-0.44298,0.070731,0.633053
11558,96.306864,-1.739598,-0.202435,1.463258,-0.44301,0.071051,0.633083
11559,96.315196,-0.465381,-0.004187,1.684445,-0.442984,0.070742,0.633058
11560,96.323529,-0.266554,-0.011054,1.67187,-0.44296,0.070733,0.633059
11561,96.331861,-0.380316,-0.027937,1.686676,-0.442982,0.070755,0.633066
11562,96.340194,-1.678053,-0.185367,1.441854,-0.443006,0.071037,0.633084
11563,96.348526,-1.793667,-0.202072,1.41531,-0.442997,0.071053,0.633088
11564,96.356859,-1.756382,-0.188374,1.404036,-0.442985,0.071006,0.633087
11565,96.365191,-1.775917,-0.206804,1.427658,-0.442978,0.070964,0.633107
11566,96.373524,-1.72763,-0.202439,1.479627,-0.443011,0.07103,0.633115
11567,96.381856,-1.878273,-0.223071,1.500772,-0.442999,0.071077,0.633086
11568,96.390189,-0.449925,-0.026969,1.651116,-0.442978,0.07076,0.633093
11569,96.398521,-0.638217,-0.066832,1.662509,-0.442981,0.070749,0.633093
11570,96.406854,-0.335626,-0.00247,1.625813,-0.442954,0.070661,0.633063
11571,96.415186,-0.253022,-0.015362,1.696393,-0.442954,0.070671,0.633045
11572,96.423518,-0.401787,-0.047435,1.702003,-0.442979,0.070711,0.633054
11573,96.431851,-1.684497,-0.196753,1.4759,-0.44302,0.071041,0.63309
11574,96.440183,-0.417869,0.004137,1.619038,-0.442947,0.070663,0.633035
11575,96.448516,-1.688586,-0.19956,1.467132,-0.442991,0.070974,0.633093
11576,96.456848,-0.377857,-0.038099,1.737774,-0.442966,0.070719,0.633071
11577,96.465181,-0.406309,-0.038692,1.695462,-0.442948,0.07065,0.633059
11578,96.473513,-1.768824,-0.196079,1.356269,-0.442971,0.070943,0.633102
11579,96.481846,-0.257342,0.015722,1.626213,-0.442932,0.070626,0.633076
11580,96.490178,-1.72317,-0.189561,1.399289,-0.442994,0.071026,0.633108
11581,96.498511,-0.414027,-0.016928,1.687592,-0.442935,0.070655,0.633059
11582,96.506843,-1.709504,-0.18549,1.444032,-0.442949,0.070876,0.633084
11583,96.515176,-0.463552,-0.011374,1.679957,-0.442955,0.070652,0.633062
11584,96.523508,-0.29016,0.006158,1.706992,-0.44293,0.070599,0.633049
11585,96.531841,-1.727667,-0.196321,1.348889,-0.442957,0.070955,0.633067
11586,96.540173,-0.320963,-0.026848,1.631067,-0.442939,0.070616,0.633066
11587,96.548506,-1.765494,-0.181274,1.348637,-0.442989,0.070987,0.633117
11588,96.556838,-1.647076,-0.194995,1.478106,-0.442931,0.070884,0.633097
11589,96.565171,-0.406419,-0.009504,1.675515,-0.442948,0.070662,0.633082
11590,96.573503,-0.323773,-0.004981,1.671916,-0.4429,0.070575,0.633066
11591,96.581836,-1.750878,-0.191768,1.396115,-0.442945,0.070826,0.63309
11592,96.590168,-0.349033,-0.020729,1.662712,-0.442914,0.070553,0.633048
11593,96.598501,-0.299401,-0.014959,1.642719,-0.442887,0.070517,0.633043
11594,96.606833,-0.361321,-0.024376,1.651192,-0.442914,0.070525,0.633038
11595,96.615166,-0.331061,-0.009658,1.670309,-0.442906,0.070559,0.633068
11596,96.623498,-0.312041,-0.017312,1.666233,-0.442895,0.070482,0.633059
11597,96.631831,-0.32165,-0.015572,1.590989,-0.442911,0.070515,0.633065
11598,96.640163,-0.266876,0.011614,1.688998,-0.442867,0.070486,0.633063
11599,96.648496,-1.907626,-0.228079,1.389875,-0.442962,0.070889,0.633122
11600,96.656828,-0.212378,0.007748,1.769379,-0.442865,0.070518,0.633067
11601,96.665161,-0.282502,-0.007117,1.709855,-0.442884,0.070484,0.63308
11602,96.673493,-0.249539,-0.011992,1.608833,-0.442944,0.070601,0.633082
11603,96.681826,-0.307248,-0.000376,1.718347,-0.442879,0.070506,0.63308
11604,96.690158,-0.338131,-0.019229,1.650572,-0.442874,0.070448,0.633065
11605,96.698491,-0.314981,-0.004214,1.694576,-0.44288,0.070489,0.633084
11606,96.706823,-1.683103,-0.185681,1.435371,-0.442942,0.07086,0.633088
11607,96.715155,-1.617593,-0.185078,1.427087,-0.442872,0.070698,0.633099
11608,96.723488,-0.327322,-0.02506,1.626891,-0.442879,0.070497,0.633085
11609,96.73182,-0.424242,-0.029421,1.691828,-0.442864,0.070463,0.633101
11610,96.740153,-0.300432,-0.019519,1.633176,-0.442891,0.070515,0.633116
11611,96.748485,-0.473919,-0.020035,1.582944,-0.44288,0.070473,0.633089
11612,96.756818,-0.156791,0.013685,1.646861,-0.442906,0.070524,0.633108
11613,96.76515,-0.373372,0.001452,1.601732,-0.44289,0.070456,0.633123
11614,96.773483,-1.720041,-0.193473,1.389933,-0.442944,0.070859,0.633136
11615,96.781815,-0.290982,-0.021657,1.695054,-0.442863,0.070462,0.633096
11616,96.790148,-0.341096,-0.006442,1.635196,-0.442879,0.070482,0.633087
11617,96.79848,-1.636197,-0.172926,1.371289,-0.442919,0.070768,0.633115
11618,96.806813,-1.706522,-0.196893,1.440671,-0.442924,0.070775,0.633117
11619,96.815145,-0.455271,-0.024898,1.610459,-0.442857,0.070448,0.633058
11620,96.823478,-0.243589,-0.014577,1.680128,-0.442849,0.070421,0.633055
11621,96.83181,-0.302516,-0.003472,1.649268,-0.442838,0.070416,0.633037
11622,96.840143,-0.409141,-0.005695,1.599523,-0.442834,0.070358,0.633058
11623,96.848475,-0.318207,-0.013694,1.605357,-0.442814,0.070305,0.633047
11624,96.856808,-0.29038,0.000952,1.627129,-0.44285,0.070385,0.633069
11625,96.86514,-1.738272,-0.210371,1.405443,-0.442903,0.070715,0.633111
11626,96.873473,-0.472524,-0.005555,1.633659,-0.442827,0.070371,0.633091
11627,96.881805,-0.00957,0.041536,1.713343,-0.442811,0.070357,0.633081
11628,96.890138,-0.27753,-0.020852,1.702185,-0.442831,0.07036,0.633098
11629,96.89847,-0.057669,0.015105,1.766455,-0.442801,0.070386,0.633098
11630,96.906803,-0.205817,0.002931,1.72592,-0.442836,0.070339,0.633105
11631,96.915135,-0.47553,-0.023356,1.608264,-0.442867,0.070344,0.633103
11632,96.923468,-0.324346,-0.000432,1.668335,-0.442844,0.070364,0.6331
11633,96.9318,-0.094157,0.035004,1.697111,-0.44279,0.070259,0.633085
11634,96.940133,-0.297995,0.005699,1.625232,-0.442869,0.070386,0.633108
11635,96.948465,-0.344594,-0.005491,1.631464,-0.442841,0.070369,0.633107
11636,96.956798,-0.206014,-0.012708,1.651357,-0.442833,0.070324,0.633088
11637,96.96513,-0.124257,-0.002987,1.680835,-0.44281,0.070334,0.633101
11638,96.973463,-0.338466,-0.010175,1.625701,-0.442804,0.07022,0.633124
11639,96.981795,-0.244665,-0.023969,1.682601,-0.44281,0.070313,0.633094
11640,96.990127,-0.106587,0.019325,1.672534,-0.442779,0.070193,0.633099
11641,96.99846,-0.118888,-0.004633,1.697937,-0.442801,0.070289,0.633107
11642,97.006792,-0.272875,0.014543,1.577332,-0.442797,0.070233,0.633112
11643,97.015125,-0.138841,0.014927,1.678627,-0.442759,0.070217,0.633102
11644,97.023457,-0.171026,0.038868,1.590653,-0.442735,0.070103,0.633105
11645,97.03179,-0.240041,0.024987,1.624032,-0.442762,0.07012,0.633085
11646,97.040122,-0.181135,0.018856,1.619696,-0.442763,0.070117,0.633076
11647,97.048455,-0.014705,0.019768,1.676485,-0.442765,0.070137,0.633085
11648,97.056787,-0.091433,0.023424,1.658575,-0.442735,0.070142,0.633082
11649,97.06512,-0.185031,0.026125,1.635386,-0.44275,0.070124,0.633087
11650,97.073452,-0.180148,0.010064,1.689227,-0.442739,0.070093,0.633086
11651,97.081785,-0.081151,0.028025,1.619074,-0.442729,0.070049,0.633097
11652,97.090117,0.044622,0.01262,1.69444,-0.442707,0.070033,0.633115
11653,97.09845,-0.01044,0.045767,1.592009,-0.44274,0.070088,0.633118
11654,97.106782,0.022542,0.016796,1.668232,-0.442745,0.070093,0.633134
11655,97.115115,-0.114039,0.032468,1.58763,-0.442736,0.070091,0.633152
11656,97.123447,0.085045,0.030877,1.655074,-0.442732,0.070096,0.633124
11657,97.13178,-0.032043,0.029563,1.631075,-0.442714,0.07001,0.633164
11658,97.140112,-1.378609,-0.158581,1.418263,-0.442782,0.070422,0.633168
11659,97.148445,0.005377,0.040679,1.613023,-0.442702,0.070035,0.633123
11660,97.156777,0.146327,0.053702,1.647243,-0.44268,0.070003,0.633147
11661,97.16511,0.073681,0.051694,1.656751,-0.442711,0.070019,0.63312
11662,97.173442,-0.195409,0.012945,1.646106,-0.442732,0.070062,0.633119
11663,97.181775,-0.011725,0.067236,1.518106,-0.442706,0.069991,0.633105
11664,97.190107,0.1294,0.026829,1.721401,-0.44267,0.070003,0.63312
11665,97.19844,0.084382,0.013654,1.670549,-0.44266,0.069985,0.633095
11666,97.206772,0.057035,0.043937,1.625937,-0.442665,0.069963,0.633106
11667,97.215105,0.058628,0.046356,1.625062,-0.442668,0.069991,0.63313
11668,97.223437,-0.114238,0.031616,1.621579,-0.442718,0.070062,0.633128
11669,97.23177,-0.048587,0.03776,1.636833,-0.442701,0.070063,0.633121
11670,97.240102,0.050597,0.042083,1.637923,-0.442675,0.070045,0.6331
11671,97.248435,0.067475,0.035219,1.601018,-0.442731,0.070019,0.633117
11672,97.256767,-0.122134,0.047401,1.588331,-0.442724,0.070063,0.633135
11673,97.265099,0.021128,0.008177,1.655145,-0.442685,0.070023,0.633124
11674,97.273432,-0.139869,0.001483,1.685702,-0.442669,0.070019,0.633143
11675,97.281764,0.016192,0.044574,1.646447,-0.442669,0.06999,0.633149
11676,97.290097,-0.124296,0.031832,1.599806,-0.44268,0.069949,0.633155
11677,97.298429,-0.086831,0.048521,1.571833,-0.442678,0.069974,0.633152
11678,97.306762,0.301713,0.04342,1.64204,-0.442725,0.070062,0.633151
11679,97.315094,-0.026318,0.029667,1.606858,-0.442665,0.07002,0.633134
11680,97.323427,-0.023779,0.03508,1.595026,-0.4427,0.070049,0.633125
11681,97.331759,0.049486,0.037939,1.581619,-0.442697,0.06998,0.633116
11682,97.340092,0.175587,0.052401,1.700659,-0.44266,0.070018,0.633146
11683,97.348424,-0.072803,0.02841,1.61345,-0.44272,0.070059,0.63313
11684,97.356757,-0.092568,0.028368,1.619647,-0.442723,0.070077,0.63315
11685,97.365089,-0.089069,-0.003778,1.632544,-0.442692,0.07002,0.63311
11686,97.373422,0.005899,0.042881,1.602599,-0.442682,0.069951,0.633129
11687,97.381754,-0.132864,0.025079,1.585948,-0.442706,0.070056,0.633141
11688,97.390087,0.070219,0.026592,1.613535,-0.442714,0.070045,0.633127
11689,97.398419,0.088482,0.030278,1.643419,-0.442654,0.070049,0.633134
11690,97.406752,0.162955,0.041867,1.646715,-0.442704,0.070057,0.633134
11691,97.415084,0.078596,0.037867,1.602589,-0.442703,0.070049,0.633145
11692,97.423417,-0.094045,0.048455,1.563183,-0.44271,0.070027,0.63316
11693,97.431749,0.11893,0.051362,1.601688,-0.44267,0.069952,0.633159
11694,97.440082,-0.00847,0.025956,1.629783,-0.44262,0.070013,0.63314
11695,97.448414,-0.018376,0.003156,1.613136,-0.442671,0.069994,0.633121
11696,97.456747,0.098369,0.024365,1.598329,-0.442711,0.070084,0.633131
11697,97.465079,0.0486,0.038715,1.668922,-0.442675,0.070017,0.63315
11698,97.473412,0.243876,0.056718,1.624451,-0.442667,0.070004,0.633154
11699,97.481744,0.073424,0.023826,1.584406,-0.442708,0.070024,0.63316
11700,97.490077,0.151812,0.036808,1.613909,-0.442685,0.069989,0.633146
11701,97.498409,0.019896,0.032054,1.686037,-0.442622,0.069967,0.633148
11702,97.506742,-0.034213,0.035438,1.556848,-0.442705,0.069983,0.633163
11703,97.515074,-0.067129,0.036504,1.612521,-0.442666,0.069952,0.63314
11704,97.523407,0.073063,0.053667,1.594038,-0.442673,0.069953,0.63316
11705,97.531739,0.091822,0.035171,1.56497,-0.442667,0.069895,0.633133
11706,97.540072,-0.123075,0.01119,1.634884,-0.442706,0.070061,0.633174
11707,97.548404,0.25428,0.06019,1.667053,-0.442621,0.069927,0.633141
11708,97.556736,-0.126391,0.027269,1.647406,-0.442706,0.070069,0.633151
11709,97.565069,0.087494,0.057499,1.649812,-0.442684,0.070022,0.633134
11710,97.573401,-0.058043,0.037674,1.636911,-0.442679,0.069943,0.633126
11711,97.581734,0.290098,0.061232,1.63204,-0.442624,0.069881,0.633118
11712,97.590066,0.080243,0.056688,1.616882,-0.442664,0.069914,0.633126
11713,97.598399,0.166598,0.03511,1.629451,-0.442634,0.069914,0.63311
11714,97.606731,0.319915,0.040551,1.628899,-0.442606,0.069849,0.633125
11715,97.615064,0.021494,0.051293,1.560324,-0.442637,0.069862,0.633148
11716,97.623396,0.238743,0.06618,1.684863,-0.442562,0.069709,0.633156
11717,97.631729,0.168832,0.070011,1.576815,-0.44265,0.069746,0.633173
11718,97.640061,0.253534,0.053664,1.579288,-0.442608,0.069712,0.633182
11719,97.648394,0.099582,0.059777,1.647257,-0.442539,0.069714,0.633174
11720,97.656726,0.17879,0.081074,1.602041,-0.442549,0.069669,0.633177
11721,97.665059,0.067135,0.16594,1.561483,-0.442677,0.069739,0.633233
11722,97.673391,0.308013,0.064734,1.601001,-0.442543,0.069572,0.633201
11723,97.681724,0.188989,0.056262,1.605375,-0.442568,0.069627,0.633206
