Time,Pressure1,Pressure2,Pressure3,Position_X,Position_Y,Position_Z,Angle
0.0,0,0,0,1.3877787807814457e-17,60.0,0.0,0.0
0.01,0.055119999999999995,0,0,-7.642039310282178e-05,60.00659668100077,0.0006167868435246193,-0.0010411146804454336
0.02,0.11023999999999999,0,0,-0.0004333889647210043,60.01384066550848,0.0017397658872240207,-0.0017538864268074824
0.03,0.16535999999999998,0,0,-0.0008844315560588845,60.02083185703322,0.003013195772359145,-0.002325944238431727
0.04,0.22047999999999998,0,0,-0.0012909511611310653,60.02777877484512,0.004203299604432775,-0.002953343549817713
0.05,0.27559999999999996,0,0,-0.001627989948530667,60.034732130419115,0.005267840140224189,-0.003667576471431917
0.060000000000000005,0.33071999999999996,0,0,-0.0019288069259732477,60.041687606443475,0.006265722356933456,-0.0044259677952043705
0.07,0.38583999999999996,0,0,-0.00222955048892165,60.0486429457539,0.007260322985311207,-0.0051826546193025295
0.08,0.44095999999999996,0,0,-0.002545803739492647,60.05559812153783,0.008278555298665058,-0.005917839382336455
0.09,0.49607999999999997,0,0,-0.0028755913562347746,60.06255321579505,0.009316644650998795,-0.006634025312220399
0.09999999999999999,0.5511999999999999,0,0,-0.0032111466332180177,60.0695082440762,0.010360934735586635,-0.007341090925524058
0.10999999999999999,0.6063199999999999,0,0,-0.0035470827279850126,60.07646321102845,0.011402094760019965,-0.008045894217482944
0.11999999999999998,0.6614399999999998,0,0,-0.003882209015800317,60.083418117862124,0.012438138340790994,-0.008749957055599234
0.12999999999999998,0.7165599999999998,0,0,-0.004217725602630715,60.09037296258585,0.01347118845355122,-0.0094517592412724
0.13999999999999999,0.7716799999999997,0,0,-0.004555065067967101,60.09732774251006,0.014503716933749189,-0.010149483322165004
0.15,0.8267999999999996,0,0,-0.004894893928729521,60.104282455931894,0.015536844554618678,-0.010842285405221204
0.16,0.8819199999999996,0,0,-0.005237176817665029,60.11123710222914,0.016570482697898292,-0.011530214329197874
0.17,0.9370399999999995,0,0,-0.0055816247104017724,60.118191681223585,0.01760411889609026,-0.012213641869792605
0.18000000000000002,0.9921599999999995,0,0,-0.005928025945251381,60.125146192633295,0.018637383548998354,-0.012892841599138099
0.19000000000000003,1.0472799999999995,0,0,-0.0062763312452690095,60.13210063589572,0.019670188212282946,-0.013567880516149846
0.20000000000000004,1.1023999999999996,0,0,-0.006626589674000205,60.13905501025282,0.020702610869834603,-0.014238700367526166
0.21000000000000005,1.1575199999999997,0,0,-0.006978863862921625,60.1460093148937,0.021734750221428678,-0.014905225461514696
0.22000000000000006,1.2126399999999997,0,0,-0.007333188047712116,60.152963549034496,0.022766655559838145,-0.015567416092903411
0.23000000000000007,1.2677599999999998,0,0,-0.007689568407192246,60.159917711923654,0.023798328841488137,-0.016225268158507593
0.24000000000000007,1.3228799999999998,0,0,-0.008048000026660673,60.16687180281276,0.02482975407995902,-0.01687879159497827
