Time,Pressure,Position_X,Position_Y,Position_Z,Angle
0.0,0,5.551115123125783e-16,20.0,-1.8139419492460818e-16,0.0
0.001,0.08267999999999999,0.00014638014568169044,20.000617507883995,-0.00015721448892541128,6.573823942820132e-05
0.002,0.16535999999999998,0.0004510034939614882,20.001193372447823,-0.0003125310902542178,0.0006396078046064859
0.003,0.24803999999999998,0.0007945562263370065,20.001732466486427,-0.00044345625353025306,0.0013232907522610596
0.004,0.33071999999999996,0.0011092596928620746,20.002240734254322,-0.0005612075589681719,0.001929564112711532
0.005,0.41339999999999993,0.0013955022753502355,20.002718106708812,-0.0006694626505179223,0.0025084360068708214
0.006,0.4960799999999999,0.001675777808999579,20.003164970317503,-0.0007680519916651373,0.0031252185927081347
0.007,0.5787599999999999,0.001964686521727377,20.003581812717208,-0.0008563119711224595,0.0037981654027333988
0.008,0.6614399999999999,0.002264301036547567,20.00396911382506,-0.0009340149890893466,0.004520410477084211
0.009000000000000001,0.7441199999999999,0.002570971998794247,20.00432735680123,-0.0010014019386212927,0.005283256238278868
0.010000000000000002,0.8267999999999999,0.0028814468516086267,20.004657028106937,-0.0010589043061227238,0.006082704694313896
0.011000000000000003,0.9094799999999998,0.003194665659235374,20.004958614628706,-0.001106922190555825,0.00691759060336378
0.012000000000000004,0.9921599999999998,0.0035108950900120117,20.005232602192052,-0.0011457676124771664,0.007787211035200408
0.013000000000000005,1.0748399999999998,0.0038305480351252807,20.005479474897463,-0.0011757030100362862,0.008690516357856557
0.014000000000000005,1.1575199999999999,0.004153691561090134,20.005699714516773,-0.0011969863765274316,0.009626186724360076
0.015000000000000006,1.2402,0.004480117118145777,20.005893799724,-0.0012098879098525854,0.01059283600173375
0.016000000000000007,1.32288,0.0048095517041222835,20.006062205263483,-0.0012146851145330814,0.01158910994739485
0.017000000000000008,1.4055600000000001,0.005141773715460929,20.00620540119816,-0.0012116531610736085,0.012613707525403244
0.01800000000000001,1.4882400000000002,0.005476618882808093,20.006323852292375,-0.0012010595129449495,0.013665378521844896
0.01900000000000001,1.5709200000000003,0.005813945755534844,20.006418017510217,-0.0011831631622864199,0.014742918407400506
0.02000000000000001,1.6536000000000004,0.006153611239643364,20.00648834959462,-0.0011582156084667125,0.01584516469266652
0.02100000000000001,1.7362800000000005,0.006495466136170747,20.006535294707945,-0.0011264615102426192,0.016970995654651527
0.022000000000000013,1.8189600000000006,0.006839360388707749,20.00655929213114,-0.0010881385826490772,0.01811933119941635
0.023000000000000013,1.9016400000000007,0.0071851480248126265,20.006560774022674,-0.0010434771506109442,0.019289134551921713
0.024000000000000014,1.9843200000000007,0.007532688681390731,20.006540165236064,-0.0009926997795329246,0.020479413442235507
