pwm,psi,time
179,6.9,141.78
179,6.88,141.88
179,6.88,141.98
179,6.88,142.08
178,6.87,142.18
178,6.85,142.28
178,6.84,142.38
178,6.85,142.48
178,6.84,142.59
178,6.84,142.69
178,6.85,142.79
178,6.84,142.89
178,6.84,142.99
178,6.88,143.09
177,6.87,143.19
177,6.89,143.29
177,6.91,143.39
177,6.93,143.49
177,6.91,143.6
177,6.9,143.7
177,6.89,143.8
177,6.88,143.9
177,6.86,144
177,6.86,144.1
176,6.86,144.2
176,6.87,144.3
176,6.85,144.4
176,6.88,144.51
176,6.88,144.61
176,6.88,144.71
176,6.85,144.81
176,6.84,144.91
176,6.84,145.01
176,6.82,145.11
175,6.83,145.21
175,6.83,145.31
175,6.85,145.41
175,6.83,145.52
175,6.8,145.62
175,6.79,145.72
175,6.78,145.82
175,6.8,145.92
175,6.78,146.02
175,6.79,146.12
174,6.8,146.22
174,6.8,146.32
174,6.79,146.43
174,6.78,146.53
174,6.77,146.63
174,6.74,146.73
174,6.7,146.83
174,6.7,146.93
174,6.7,147.03
174,6.69,147.13
173,6.7,147.23
173,6.7,147.33
173,6.7,147.44
173,6.69,147.54
173,6.69,147.64
173,6.7,147.74
173,6.68,147.84
173,6.69,147.94
173,6.67,148.04
173,6.67,148.14
172,6.66,148.24
172,6.64,148.35
172,6.64,148.45
172,6.66,148.55
172,6.64,148.65
172,6.67,148.75
172,6.67,148.85
172,6.65,148.95
172,6.61,149.05
171,6.61,149.15
171,6.62,149.25
171,6.61,149.36
171,6.62,149.46
171,6.61,149.56
171,6.6,149.66
171,6.61,149.76
171,6.61,149.86
171,6.6,149.96
171,6.6,150.06
170,6.62,150.16
170,6.61,150.27
170,6.6,150.37
170,6.62,150.47
170,6.61,150.57
170,6.6,150.67
170,6.58,150.77
170,6.58,150.87
170,6.61,150.97
170,6.61,151.07
169,6.6,151.17
169,6.58,151.27
169,6.58,151.38
169,6.57,151.48
169,6.58,151.58
169,6.58,151.68
169,6.56,151.78
169,6.56,151.88
169,6.57,151.98
169,6.56,152.08
168,6.6,152.19
168,6.59,152.29
168,6.55,152.39
168,6.54,152.49
168,6.54,152.59
168,6.55,152.69
168,6.57,152.79
168,6.55,152.89
168,6.56,152.99
168,6.57,153.09
167,6.56,153.2
167,6.51,153.3
167,6.53,153.4
167,6.52,153.5
167,6.54,153.6
167,6.54,153.7
167,6.54,153.8
167,6.54,153.9
167,6.54,154
167,6.57,154.11
166,6.57,154.21
166,6.56,154.31
166,6.53,154.41
166,6.53,154.51
166,6.51,154.61
166,6.52,154.71
166,6.52,154.81
166,6.52,154.91
166,6.52,155.01
166,6.53,155.12
165,6.53,155.22
165,6.54,155.32
165,6.53,155.42
165,6.51,155.52
165,6.49,155.62
165,6.5,155.72
165,6.45,155.82
165,6.46,155.92
165,6.45,156.02
165,6.46,156.13
164,6.47,156.23
164,6.46,156.33
164,6.46,156.43
164,6.45,156.53
164,6.45,156.63
164,6.45,156.73
164,6.44,156.83
164,6.38,156.93
164,6.38,157.04
164,6.38,157.14
163,6.39,157.24
163,6.41,157.34
163,6.4,157.44
163,6.42,157.54
163,6.39,157.64
163,6.4,157.74
163,6.41,157.84
163,6.41,157.95
163,6.4,158.05
163,6.4,158.15
162,6.38,158.25
162,6.4,158.35
162,6.41,158.45
162,6.42,158.55
162,6.37,158.65
162,6.38,158.75
162,6.38,158.85
162,6.4,158.96
162,6.41,159.06
162,6.39,159.16
161,6.38,159.26
161,6.37,159.36
161,6.36,159.46
161,6.34,159.56
161,6.35,159.66
161,6.4,159.76
161,6.42,159.87
161,6.41,159.97
161,6.34,160.07
160,6.34,160.17
160,6.34,160.27
160,6.34,160.37
160,6.35,160.47
160,6.33,160.57
160,6.33,160.67
160,6.32,160.77
160,6.31,160.88
160,6.29,160.98
160,6.3,161.08
159,6.33,161.18
159,6.34,161.28
159,6.35,161.38
159,6.36,161.48
159,6.36,161.58
159,6.35,161.68
159,6.35,161.79
159,6.34,161.89
159,6.33,161.99
159,6.35,162.09
158,6.33,162.19
158,6.29,162.29
158,6.28,162.39
158,6.28,162.49
158,6.3,162.59
158,6.3,162.69
158,6.31,162.8
158,6.29,162.9
158,6.29,163
158,6.3,163.1
157,6.34,163.2
157,6.33,163.3
157,6.32,163.4
157,6.29,163.5
157,6.31,163.6
157,6.29,163.71
157,6.27,163.81
157,6.27,163.91
157,6.26,164.01
157,6.27,164.11
156,6.26,164.21
156,6.28,164.31
156,6.27,164.41
156,6.26,164.51
156,6.24,164.61
156,6.24,164.72
156,6.24,164.82
156,6.26,164.92
156,6.25,165.02
156,6.28,165.12
155,6.29,165.22
155,6.29,165.32
155,6.22,165.42
155,6.21,165.52
155,6.21,165.63
155,6.27,165.73
155,6.27,165.83
155,6.29,165.93
155,6.32,166.03
155,6.31,166.13
154,6.28,166.23
154,6.23,166.33
154,6.23,166.43
154,6.24,166.53
154,6.24,166.63
154,6.25,166.74
154,6.25,166.84
154,6.24,166.94
154,6.25,167.04
154,6.21,167.14
153,6.23,167.24
153,6.24,167.34
153,6.24,167.44
153,6.24,167.55
153,6.29,167.65
153,6.32,167.75
153,6.32,167.85
153,6.31,167.95
153,6.29,168.05
153,6.29,168.15
152,6.2,168.25
152,6.21,168.35
152,6.2,168.45
152,6.21,168.55
152,6.2,168.66
152,6.21,168.76
152,6.22,168.86
152,6.22,168.96
152,6.21,169.06
152,6.22,169.16
151,6.22,169.26
151,6.21,169.36
151,6.21,169.47
151,6.21,169.57
151,6.22,169.67
151,6.21,169.77
151,6.2,169.87
151,6.19,169.97
151,6.19,170.07
151,6.18,170.17
150,6.17,170.27
150,6.16,170.37
150,6.16,170.48
150,6.17,170.58
150,6.16,170.68
150,6.18,170.78
150,6.19,170.88
150,6.19,170.98
150,6.17,171.08
149,6.15,171.18
149,6.18,171.28
149,6.17,171.38
149,6.18,171.49
149,6.18,171.59
149,6.2,171.69
149,6.19,171.79
149,6.16,171.89
149,6.13,171.99
149,6.11,172.09
148,6.16,172.19
148,6.17,172.29
148,6.18,172.4
148,6.14,172.5
148,6.13,172.6
148,6.11,172.7
148,6.08,172.8
148,6.08,172.9
148,6.09,173
148,6.09,173.1
147,6.1,173.2
147,6.09,173.3
147,6.09,173.41
147,6.1,173.51
147,6.09,173.61
147,6.09,173.71
147,6.08,173.81
147,6.08,173.91
147,6.05,174.01
147,6.05,174.11
146,6.07,174.21
146,6.07,174.32
146,6.06,174.42
146,6.05,174.52
146,6.05,174.62
146,6.03,174.72
146,6.01,174.82
146,6.01,174.92
146,5.98,175.02
146,5.98,175.12
145,5.97,175.23
145,5.97,175.33
145,5.95,175.43
145,5.96,175.53
145,5.97,175.63
145,5.96,175.73
145,5.96,175.83
145,5.97,175.93
145,5.95,176.03
145,5.94,176.13
144,5.94,176.24
144,5.93,176.34
144,5.95,176.44
144,5.96,176.54
144,5.96,176.64
144,5.93,176.74
144,5.93,176.84
144,5.93,176.94
144,5.9,177.04
144,5.9,177.15
143,5.91,177.25
143,5.91,177.35
143,5.91,177.45
143,5.93,177.55
143,5.92,177.65
143,5.92,177.75
143,5.91,177.85
143,5.91,177.95
143,5.91,178.05
143,5.93,178.16
142,5.93,178.26
142,5.91,178.36
142,5.93,178.46
142,5.91,178.56
142,5.94,178.66
142,5.99,178.76
142,6,178.86
142,5.93,178.96
142,5.89,179.07
142,5.88,179.17
141,5.88,179.27
141,5.87,179.37
141,5.87,179.47
141,5.9,179.57
141,5.9,179.67
141,5.89,179.77
141,5.87,179.87
141,5.88,179.97
141,5.86,180.08
141,5.88,180.18
140,5.88,180.28
140,5.9,180.38
140,5.92,180.48
140,5.91,180.58
140,5.91,180.68
140,5.91,180.78
140,5.9,180.88
140,5.89,180.99
140,5.89,181.09
139,5.88,181.19
139,5.89,181.29
139,5.88,181.39
139,5.9,181.49
139,5.87,181.59
139,5.87,181.69
139,5.88,181.79
139,5.88,181.89
139,5.87,182
139,5.88,182.1
138,5.86,182.2
138,5.85,182.3
138,5.86,182.4
138,5.85,182.5
138,5.83,182.6
138,5.81,182.7
138,5.81,182.8
138,5.79,182.91
138,5.77,183.01
138,5.74,183.11
137,5.76,183.21
137,5.75,183.31
137,5.75,183.41
137,5.76,183.51
137,5.75,183.61
137,5.75,183.71
137,5.72,183.81
137,5.71,183.91
137,5.7,184.02
137,5.69,184.12
136,5.67,184.22
136,5.66,184.32
136,5.66,184.42
136,5.67,184.52
136,5.6,184.62
136,5.58,184.72
136,5.57,184.83
136,5.6,184.93
136,5.61,185.03
136,5.6,185.13
135,5.62,185.23
135,5.64,185.33
135,5.61,185.43
135,5.59,185.53
135,5.57,185.63
135,5.56,185.73
135,5.56,185.84
135,5.55,185.94
135,5.51,186.04
135,5.49,186.14
134,5.48,186.24
134,5.51,186.34
134,5.51,186.44
134,5.49,186.54
134,5.51,186.64
134,5.49,186.75
134,5.48,186.85
134,5.47,186.95
134,5.46,187.05
134,5.44,187.15
133,5.44,187.25
133,5.43,187.35
133,5.46,187.45
133,5.44,187.55
133,5.43,187.65
133,5.44,187.76
133,5.45,187.86
133,5.43,187.96
133,5.41,188.06
133,5.41,188.16
132,5.4,188.26
132,5.38,188.36
132,5.37,188.46
132,5.37,188.56
132,5.38,188.66
132,5.37,188.77
132,5.37,188.87
132,5.35,188.97
132,5.34,189.07
132,5.33,189.17
131,5.33,189.27
131,5.32,189.37
131,5.34,189.47
131,5.34,189.57
131,5.32,189.68
131,5.33,189.78
131,5.29,189.88
131,5.3,189.98
131,5.31,190.08
131,5.33,190.18
130,5.32,190.28
130,5.31,190.38
130,5.3,190.48
130,5.27,190.59
130,5.26,190.69
130,5.26,190.79
130,5.31,190.89
130,5.3,190.99
130,5.27,191.09
130,5.21,191.19
129,5.21,191.29
129,5.21,191.39
129,5.2,191.49
129,5.18,191.6
129,5.18,191.7
129,5.17,191.8
129,5.16,191.9
129,5.19,192
129,5.2,192.1
128,5.16,192.2
128,5.19,192.3
128,5.18,192.4
128,5.18,192.51
128,5.19,192.61
128,5.16,192.71
128,5.14,192.81
128,5.1,192.91
128,5.09,193.01
128,5.1,193.11
127,5.09,193.21
127,5.1,193.31
127,5.03,193.41
127,5.01,193.52
127,5,193.62
127,5.03,193.72
127,5.03,193.82
127,5.02,193.92
127,4.99,194.02
127,4.99,194.12
126,4.98,194.22
126,4.95,194.32
126,4.95,194.43
126,4.96,194.53
126,4.96,194.63
126,4.96,194.73
126,4.91,194.83
126,4.89,194.93
126,4.9,195.03
126,4.9,195.13
125,4.9,195.23
125,4.9,195.33
125,4.87,195.44
125,4.85,195.54
125,4.86,195.64
125,4.85,195.74
125,4.82,195.84
125,4.84,195.94
125,4.82,196.04
125,4.82,196.14
124,4.83,196.24
124,4.8,196.35
124,4.79,196.45
124,4.8,196.55
124,4.81,196.65
124,4.81,196.75
124,4.78,196.85
124,4.75,196.95
124,4.74,197.05
124,4.74,197.15
123,4.73,197.25
123,4.71,197.36
123,4.71,197.46
123,4.69,197.56
123,4.7,197.66
123,4.67,197.76
123,4.67,197.86
123,4.69,197.96
123,4.66,198.06
123,4.65,198.16
122,4.65,198.27
122,4.62,198.37
122,4.63,198.47
122,4.64,198.57
122,4.62,198.67
122,4.59,198.77
122,4.54,198.87
122,4.47,198.97
122,4.42,199.07
122,4.36,199.17
121,4.31,199.27
121,4.23,199.38
121,4.16,199.48
121,4.12,199.58
121,4.06,199.68
121,4,199.78
121,3.95,199.88
121,3.86,199.98
121,3.85,200.08
121,3.78,200.19
120,3.73,200.29
120,3.67,200.39
120,3.63,200.49
120,3.61,200.59
120,3.55,200.69
120,3.48,200.79
120,3.43,200.89
120,3.39,200.99
120,3.37,201.09
120,3.33,201.2
119,3.33,201.3
119,3.28,201.4
119,3.29,201.5
119,3.3,201.6
119,3.31,201.7
119,3.31,201.8
119,3.35,201.9
119,3.34,202
119,3.33,202.11
119,3.34,202.21
118,3.33,202.31
118,3.31,202.41
118,3.31,202.51
118,3.31,202.61
118,3.31,202.71
118,3.31,202.81
118,3.3,202.91
118,3.31,203.01
118,3.32,203.12
117,3.33,203.22
117,3.31,203.32
117,3.29,203.42
117,3.28,203.52
117,3.28,203.62
117,3.27,203.72
117,3.27,203.82
117,3.29,203.92
117,3.29,204.02
117,3.28,204.13
116,3.29,204.23
116,3.26,204.33
116,3.27,204.43
116,3.26,204.53
116,3.27,204.63
116,3.28,204.73
116,3.28,204.83
116,3.25,204.93
116,3.27,205.04
116,3.29,205.14
115,3.28,205.24
115,3.29,205.34
115,3.29,205.44
115,3.25,205.54
115,3.24,205.64
115,3.24,205.74
115,3.25,205.84
115,3.26,205.95
115,3.25,206.05
115,3.26,206.15
114,3.26,206.25
114,3.24,206.35
114,3.21,206.45
114,3.22,206.55
114,3.21,206.65
114,3.24,206.75
114,3.24,206.85
114,3.2,206.96
114,3.18,207.06
114,3.16,207.16
113,3.2,207.26
113,3.22,207.36
113,3.21,207.46
113,3.18,207.56
113,3.15,207.66
113,3.14,207.76
113,3.16,207.87
113,3.16,207.97
113,3.14,208.07
113,3.16,208.17
112,3.15,208.27
112,3.15,208.37
112,3.12,208.47
112,3.12,208.57
112,3.12,208.67
112,3.1,208.77
112,3.06,208.88
112,3.01,208.98
112,2.96,209.08
112,2.93,209.18
111,2.92,209.28
111,2.9,209.38
111,2.89,209.48
111,2.8,209.58
111,2.77,209.68
111,2.76,209.79
111,2.74,209.89
111,2.71,209.99
111,2.68,210.09
111,2.67,210.19
110,2.65,210.29
110,2.61,210.39
110,2.58,210.49
110,2.55,210.59
110,2.53,210.69
110,2.52,210.8
110,2.52,210.9
110,2.55,211
110,2.58,211.1
110,2.6,211.2
109,2.62,211.3
109,2.64,211.4
109,2.66,211.5
109,2.63,211.6
109,2.65,211.71
109,2.73,211.81
109,2.74,211.91
109,2.75,212.01
109,2.7,212.11
109,2.7,212.21
108,2.7,212.31
108,2.67,212.41
108,2.66,212.51
108,2.65,212.61
108,2.61,212.72
108,2.59,212.82
108,2.55,212.92
108,2.51,213.02
108,2.47,213.12
107,2.49,213.22
107,2.48,213.32
107,2.46,213.42
107,2.42,213.52
107,2.4,213.63
107,2.42,213.73
107,2.37,213.83
107,2.35,213.93
107,2.29,214.03
107,2.26,214.13
106,2.27,214.23
106,2.32,214.33
106,2.37,214.43
106,2.4,214.53
106,2.4,214.63
106,2.41,214.74
106,2.42,214.84
106,2.41,214.94
106,2.42,215.04
106,2.4,215.14
105,2.37,215.24
105,2.34,215.34
105,2.35,215.44
105,2.36,215.55
105,2.3,215.65
105,2.3,215.75
105,2.28,215.85
105,2.26,215.95
105,2.2,216.05
105,2.18,216.15
104,2.19,216.25
104,2.23,216.35
104,2.22,216.45
104,2.18,216.55
104,2.13,216.66
104,2.13,216.76
104,2.1,216.86
104,2.09,216.96
104,2.07,217.06
104,2.06,217.16
103,2.08,217.26
103,2.11,217.36
103,2.15,217.47
103,2.16,217.57
103,2.15,217.67
103,2.16,217.77
103,2.13,217.87
103,2.13,217.97
103,2.1,218.07
103,2.09,218.17
102,2.08,218.27
102,2.07,218.37
102,2.07,218.48
102,2.12,218.58
102,2.13,218.68
102,2.13,218.78
102,1.96,218.88
102,1.96,218.98
102,1.96,219.08
102,1.97,219.18
101,1.98,219.28
101,1.99,219.38
101,1.99,219.49
101,1.97,219.59
101,1.93,219.69
101,1.94,219.79
101,1.94,219.89
101,1.9,219.99
101,1.9,220.09
101,1.91,220.19
100,1.96,220.29
100,1.98,220.4
100,1.94,220.5
100,1.93,220.6
100,1.92,220.7
100,1.94,220.8
100,1.94,220.9
100,1.95,221
100,1.92,221.1
100,1.9,221.2
99,1.91,221.3
99,1.89,221.41
99,1.88,221.51
99,1.88,221.61
99,1.79,221.71
99,1.8,221.81
99,1.8,221.91
99,1.83,222.01
99,1.83,222.11
99,1.81,222.21
98,1.76,222.32
98,1.76,222.42
98,1.77,222.52
98,1.77,222.62
98,1.76,222.72
98,1.75,222.82
98,1.74,222.92
98,1.74,223.02
98,1.77,223.12
98,1.77,223.23
97,1.76,223.33
97,1.76,223.43
97,1.73,223.53
97,1.71,223.63
97,1.68,223.73
97,1.7,223.83
97,1.7,223.93
97,1.69,224.03
97,1.69,224.13
96,1.69,224.24
96,1.66,224.34
96,1.64,224.44
96,1.69,224.54
96,1.69,224.64
96,1.67,224.74
96,1.63,224.84
96,1.64,224.94
96,1.65,225.04
96,1.65,225.15
95,1.65,225.25
95,1.64,225.35
95,1.6,225.45
95,1.61,225.55
95,1.64,225.65
95,1.65,225.75
95,1.62,225.85
95,1.56,225.95
95,1.57,226.05
95,1.55,226.16
94,1.57,226.26
94,1.56,226.36
94,1.55,226.46
94,1.55,226.56
94,1.53,226.66
94,1.53,226.76
94,1.54,226.86
94,1.52,226.96
94,1.55,227.07
94,1.57,227.17
93,1.57,227.27
93,1.53,227.37
93,1.52,227.47
93,1.53,227.57
93,1.52,227.67
93,1.52,227.77
93,1.5,227.87
93,1.5,227.97
93,1.48,228.08
93,1.47,228.18
92,1.46,228.28
92,1.46,228.38
92,1.45,228.48
92,1.44,228.58
92,1.44,228.68
92,1.5,228.78
92,1.49,228.88
92,1.48,228.99
92,1.46,229.09
92,1.44,229.19
91,1.45,229.29
91,1.43,229.39
91,1.43,229.49
91,1.42,229.59
91,1.44,229.69
91,1.41,229.79
91,1.43,229.89
91,1.43,230
91,1.44,230.1
91,1.38,230.2
90,1.38,230.3
90,1.37,230.4
90,1.42,230.5
90,1.41,230.6
90,1.39,230.7
90,1.37,230.8
90,1.38,230.91
90,1.38,231.01
90,1.38,231.11
90,1.37,231.21
89,1.36,231.31
89,1.33,231.41
89,1.33,231.51
89,1.34,231.61
89,1.33,231.71
89,1.34,231.81
89,1.34,231.91
89,1.35,232.02
89,1.34,232.12
89,1.32,232.22
88,1.3,232.32
88,1.31,232.42
88,1.32,232.52
88,1.31,232.62
88,1.27,232.72
88,1.27,232.83
88,1.26,232.93
88,1.29,233.03
88,1.29,233.13
88,1.29,233.23
87,1.3,233.33
87,1.31,233.43
87,1.29,233.53
87,1.28,233.63
87,1.28,233.73
87,1.27,233.84
87,1.28,233.94
87,1.26,234.04
87,1.2,234.14
87,1.2,234.24
86,1.19,234.34
86,1.23,234.44
86,1.21,234.54
86,1.21,234.64
86,1.19,234.75
86,1.2,234.85
86,1.21,234.95
86,1.22,235.05
86,1.22,235.15
85,1.18,235.25
85,1.17,235.35
85,1.18,235.45
85,1.18,235.55
85,1.19,235.65
85,1.17,235.76
85,1.12,235.86
85,1.12,235.96
85,1.1,236.06
85,1.09,236.16
84,1.1,236.26
84,1.09,236.36
84,1.09,236.46
84,1.09,236.56
84,1.07,236.66
84,1.06,236.77
84,1.06,236.87
84,1.11,236.97
84,1.09,237.07
84,1.07,237.17
83,1.05,237.27
83,1.04,237.37
83,1.06,237.47
83,1.07,237.57
83,1.07,237.68
83,1.06,237.78
83,1.08,237.88
83,1.06,237.98
83,1.05,238.08
83,1.04,238.18
82,1.03,238.28
82,1.03,238.38
82,1,238.48
82,1.01,238.59
82,0.95,238.69
82,0.95,238.79
82,0.94,238.89
82,0.95,238.99
82,0.95,239.09
82,1,239.19
81,1.01,239.29
81,1.02,239.39
81,0.98,239.49
81,0.92,239.6
81,0.92,239.7
81,0.89,239.8
81,0.84,239.9
81,0.85,240
81,0.9,240.1
81,0.87,240.2
80,0.87,240.3
80,0.85,240.4
80,0.84,240.51
80,0.83,240.61
80,0.82,240.71
80,0.83,240.81
80,0.82,240.91
80,0.8,241.01
80,0.8,241.11
80,0.79,241.21
79,0.79,241.31
79,0.78,241.41
79,0.79,241.52
79,0.78,241.62
79,0.76,241.72
79,0.73,241.82
79,0.73,241.92
79,0.7,242.02
79,0.69,242.12
79,0.68,242.22
78,0.7,242.32
78,0.71,242.43
78,0.69,242.53
78,0.65,242.63
78,0.63,242.73
78,0.63,242.83
78,0.62,242.93
78,0.61,243.03
78,0.6,243.13
78,0.63,243.23
77,0.61,243.33
77,0.64,243.44
77,0.59,243.54
77,0.59,243.64
77,0.55,243.74
77,0.55,243.84
77,0.55,243.94
77,0.54,244.04
77,0.55,244.14
77,0.54,244.24
76,0.56,244.35
76,0.56,244.45
76,0.56,244.55
76,0.54,244.65
76,0.53,244.75
76,0.52,244.85
76,0.48,244.95
76,0.48,245.05
76,0.51,245.15
75,0.52,245.25
75,0.51,245.36
75,0.5,245.46
75,0.5,245.56
75,0.49,245.66
75,0.5,245.76
75,0.47,245.86
75,0.48,245.96
75,0.45,246.06
75,0.46,246.16
74,0.44,246.27
74,0.43,246.37
74,0.42,246.47
74,0.43,246.57
74,0.44,246.67
74,0.43,246.77
74,0.42,246.87
74,0.43,246.97
74,0.42,247.07
74,0.43,247.17
73,0.43,247.27
73,0.45,247.38
73,0.43,247.48
73,0.43,247.58
73,0.4,247.68
73,0.38,247.78
73,0.37,247.88
73,0.36,247.98
73,0.35,248.08
73,0.35,248.19
72,0.38,248.29
72,0.36,248.39
72,0.36,248.49
72,0.35,248.59
72,0.35,248.69
72,0.35,248.79
72,0.34,248.89
72,0.33,248.99
72,0.33,249.09
72,0.33,249.2
71,0.33,249.3
71,0.33,249.4
71,0.33,249.5
71,0.32,249.6
71,0.32,249.7
71,0.32,249.8
71,0.33,249.9
71,0.29,250
71,0.29,250.11
71,0.29,250.21
70,0.3,250.31
70,0.29,250.41
70,0.28,250.51
70,0.28,250.61
70,0.27,250.71
70,0.28,250.81
70,0.28,250.91
70,0.26,251.01
70,0.24,251.12
70,0.24,251.22
71,0.24,251.32
71,0.3,251.42
71,0.3,251.52
71,0.28,251.62
71,0.24,251.72
71,0.26,251.82
71,0.27,251.92
71,0.26,252.02
71,0.27,252.13
71,0.27,252.23
72,0.27,252.33
72,0.25,252.43
72,0.25,252.53
72,0.24,252.63
72,0.23,252.73
72,0.2,252.83
72,0.2,252.93
72,0.21,253.04
72,0.24,253.14
72,0.24,253.24
73,0.22,253.34
73,0.22,253.44
73,0.22,253.54
73,0.21,253.64
73,0.19,253.74
73,0.19,253.84
73,0.19,253.95
73,0.18,254.05
73,0.19,254.15
73,0.17,254.25
74,0.17,254.35
74,0.18,254.45
74,0.18,254.55
74,0.19,254.65
74,0.18,254.75
74,0.2,254.85
74,0.19,254.96
74,0.21,255.06
74,0.21,255.16
74,0.21,255.26
75,0.18,255.36
75,0.18,255.46
75,0.18,255.56
75,0.17,255.66
75,0.18,255.76
75,0.18,255.87
75,0.16,255.97
75,0.17,256.07
75,0.16,256.17
76,0.16,256.27
76,0.16,256.37
76,0.19,256.47
76,0.2,256.57
76,0.19,256.67
76,0.15,256.77
76,0.15,256.88
76,0.14,256.98
76,0.15,257.08
76,0.16,257.18
77,0.15,257.28
77,0.14,257.38
77,0.13,257.48
77,0.12,257.58
77,0.14,257.68
77,0.13,257.79
77,0.16,257.89
77,0.17,257.99
77,0.19,258.09
77,0.13,258.19
78,0.11,258.29
78,0.1,258.39
78,0.12,258.49
78,0.12,258.59
78,0.13,258.69
78,0.11,258.8
78,0.11,258.9
78,0.14,259
78,0.15,259.1
78,0.15,259.2
79,0.12,259.3
79,0.12,259.4
79,0.14,259.5
79,0.13,259.6
79,0.13,259.7
79,0.12,259.81
79,0.12,259.91
79,0.14,260.01
79,0.11,260.11
79,0.11,260.21
80,0.1,260.31
80,0.12,260.41
80,0.12,260.51
80,0.12,260.61
80,0.09,260.72
80,0.08,260.82
80,0.09,260.92
80,0.1,261.02
80,0.09,261.12
80,0.09,261.22
81,0.11,261.32
81,0.12,261.42
81,0.12,261.52
81,0.12,261.63
81,0.12,261.73
81,0.11,261.83
81,0.12,261.93
81,0.11,262.03
81,0.11,262.13
81,0.1,262.23
82,0.1,262.33
82,0.09,262.43
82,0.08,262.53
82,0.09,262.64
82,0.09,262.74
82,0.1,262.84
82,0.19,262.94
82,0.33,263.04
82,0.46,263.14
82,0.58,263.24
83,0.69,263.34
83,0.79,263.44
83,0.84,263.55
83,0.9,263.65
83,0.96,263.75
83,0.96,263.85
83,0.99,263.95
83,1,264.05
83,1.01,264.15
83,1.02,264.25
84,0.98,264.35
84,0.95,264.45
84,0.96,264.55
84,0.98,264.66
84,1.02,264.76
84,1.01,264.86
84,1.04,264.96
84,1.04,265.06
84,1.05,265.16
84,0.99,265.26
85,0.98,265.36
85,1,265.47
85,1.02,265.57
85,1.01,265.67
85,1.05,265.77
85,1.06,265.87
85,1.07,265.97
85,1.06,266.07
85,1.05,266.17
86,1.07,266.27
86,1.04,266.37
86,1.06,266.48
86,1.08,266.58
86,1.07,266.68
86,1.05,266.78
86,1.08,266.88
86,1.11,266.98
86,1.1,267.08
86,1.11,267.18
87,1.12,267.28
87,1.12,267.39
87,1.11,267.49
87,1.09,267.59
87,1.1,267.69
87,1.16,267.79
87,1.16,267.89
87,1.19,267.99
87,1.16,268.09
87,1.15,268.19
88,1.15,268.29
88,1.1,268.39
88,1.1,268.5
88,1.15,268.6
88,1.19,268.7
88,1.18,268.8
88,1.2,268.9
88,1.21,269
88,1.22,269.1
88,1.27,269.2
89,1.27,269.3
89,1.26,269.41
89,1.25,269.51
89,1.23,269.61
89,1.26,269.71
89,1.26,269.81
89,1.28,269.91
89,1.24,270.01
89,1.23,270.11
89,1.22,270.21
90,1.26,270.32
90,1.27,270.42
90,1.27,270.52
90,1.28,270.62
90,1.31,270.72
90,1.3,270.82
90,1.29,270.92
90,1.31,271.02
90,1.3,271.12
90,1.29,271.23
91,1.3,271.33
91,1.31,271.43
91,1.33,271.53
91,1.33,271.63
91,1.31,271.73
91,1.3,271.83
91,1.3,271.93
91,1.36,272.03
91,1.39,272.13
91,1.37,272.23
92,1.33,272.34
92,1.33,272.44
92,1.35,272.54
92,1.37,272.64
92,1.38,272.74
92,1.38,272.84
92,1.37,272.94
92,1.37,273.04
92,1.39,273.14
92,1.41,273.25
93,1.4,273.35
93,1.43,273.45
93,1.43,273.55
93,1.43,273.65
93,1.44,273.75
93,1.45,273.85
93,1.44,273.95
93,1.44,274.05
93,1.44,274.16
93,1.47,274.26
94,1.44,274.36
94,1.45,274.46
94,1.45,274.56
94,1.46,274.66
94,1.47,274.76
94,1.48,274.86
94,1.48,274.96
94,1.48,275.07
94,1.47,275.17
94,1.49,275.27
95,1.47,275.37
95,1.5,275.47
95,1.53,275.57
95,1.51,275.67
95,1.54,275.77
95,1.55,275.87
95,1.53,275.97
95,1.52,276.08
95,1.53,276.18
95,1.52,276.28
96,1.53,276.38
96,1.53,276.48
96,1.55,276.58
96,1.56,276.68
96,1.54,276.78
96,1.52,276.88
96,1.52,276.98
96,1.53,277.09
96,1.55,277.19
97,1.55,277.29
97,1.57,277.39
97,1.56,277.49
97,1.56,277.59
97,1.62,277.69
97,1.65,277.79
97,1.67,277.89
97,1.69,278
97,1.68,278.1
97,1.68,278.2
98,1.65,278.3
98,1.65,278.4
98,1.66,278.5
98,1.67,278.6
98,1.68,278.7
98,1.68,278.8
98,1.69,278.91
98,1.69,279.01
98,1.67,279.11
98,1.68,279.21
99,1.67,279.31
99,1.7,279.41
99,1.73,279.51
99,1.73,279.61
99,1.7,279.71
99,1.74,279.81
99,1.81,279.92
99,1.9,280.02
99,1.88,280.12
99,1.84,280.22
100,1.81,280.32
100,1.8,280.42
100,1.79,280.52
100,1.81,280.62
100,1.8,280.72
100,1.76,280.83
100,1.76,280.93
100,1.78,281.03
100,1.82,281.13
100,1.82,281.23
101,1.81,281.33
101,1.81,281.43
101,1.83,281.53
101,1.89,281.63
101,1.91,281.73
101,1.93,281.83
101,1.94,281.94
101,1.99,282.04
101,2,282.14
101,1.96,282.24
102,1.93,282.34
102,1.93,282.44
102,1.91,282.54
102,1.91,282.64
102,1.93,282.75
102,1.94,282.85
102,1.93,282.95
102,1.93,283.05
102,1.92,283.15
102,1.91,283.25
103,1.93,283.35
103,1.91,283.45
