Time,Goal_Desp,SPA_Pressure_calculated,Presion_experimental_kPa,YM,P1_Position_X,P1_Position_Y,P1_Position_Z,P2_Position_X,P2_Position_Y,P2_Position_Z
0.0,0.0,0.0,2.8402357996390528e-05,32000.0,-1.6653345369377348e-16,20.0,0.0,-5.551115123125783e-17,10.0,10.0
0.001,6.817840563659203e-07,0.0001212597958926382,0.00011360943198556211,32000.0,1.8610397833906944e-08,20.000000338586993,1.7023008003214102e-09,-1.5373517958661154e-08,9.99999962245122,10.000000017071047
0.002,3.084292746222306e-06,0.00019941649902338978,0.0002556164732034291,32000.0,4.574275702662334e-08,20.0000025197321,1.706187524597169e-08,-2.1351369339228654e-08,10.000000543245946,9.999999810985571
0.003,6.63181237352693e-06,0.0002783473731850516,0.00045443772794224844,32000.0,9.407022399932075e-08,20.000005843503512,3.846453933142868e-08,2.3061357268261418e-09,10.000002120873955,9.99999946140958
0.004,1.132926049658932e-05,0.00039140482749212146,0.0007100542011456775,32000.0,1.774764146755814e-07,20.00001022036213,5.929624918854515e-08,5.3276109912570035e-08,10.000004161199541,9.999999000617544
0.005,1.736320391017423e-05,0.0005407111936448657,0.0010225038829264016,32000.0,3.017527297477507e-07,20.00001583082384,7.825147224638229e-08,1.279999277126187e-07,10.000006759323758,9.999998411074316
0.006,2.45691314126277e-05,0.0007161041411776045,0.0013916728029463648,32000.0,4.6551786075932355e-07,20.000022539137042,9.56582858480104e-08,2.2537634353225755e-07,10.000009877296119,9.999997702842249
0.007,3.306927132131867e-05,0.0009249221067993645,0.001817731916712651,32000.0,6.662071394547553e-07,20.000030446789506,1.1286675816180036e-07,3.42179768020312e-07,10.000013547891003,9.999996867191115
0.008,4.278418602853296e-05,0.0011622063346297343,0.002300586248943547,32000.0,8.98794344006415e-07,20.00003948841066,1.3184578234737288e-07,4.759113820251848e-07,10.000017748999348,9.99999591060659
0.009000000000000001,5.376534556393191e-05,0.0014312929097854998,0.0028401408243573394,32000.0,1.1593089729866612e-06,20.000049706063724,1.5427159910652577e-07,6.241839567433516e-07,10.000022493676624,9.999994830414625
0.010000000000000002,6.597672646700684e-05,0.001729952078996373,0.003436585593517454,32000.0,1.44446100402984e-06,20.00006107005888,1.8133933010755499e-07,7.861725224711513e-07,10.000027771971157,9.999993629805523
0.011000000000000003,7.943814665655509e-05,0.0020595506174660165,0.00408982558114218,32000.0,1.7529916380154553e-06,20.000073596357517,2.1348709072777083e-07,9.617765658886945e-07,10.000033588620223,9.999992307699594
0.012000000000000004,9.414610450423155e-05,0.002419537177123109,0.004799860787231514,32000.0,2.0851152351952784e-06,20.0000872830163,2.505632708538208e-07,1.1516611790329812e-06,10.000039944083245,9.99999086402945
0.013000000000000005,0.0001101132196599205,0.0028104410908913087,0.0055665962365037455,32000.0,2.442339964714435e-06,20.00010214114581,2.9196558642974324e-07,1.3566929047414966e-06,10.000046843019847,9.999989297396485
0.014000000000000005,0.0001273210090388387,0.0032314879777123285,0.006390221879522299,32000.0,2.8264865661875582e-06,20.000118154439754,3.3689903855549375e-07,1.5777573087460972e-06,10.000054279018334,9.999987608983641
0.015000000000000006,0.0001457618289480686,0.003682771855623479,0.0072706427410054635,32000.0,3.2392220412069683e-06,20.000135314975765,3.846297583209868e-07,1.8153666716536065e-06,10.000062247651464,9.999985799418235
0.016000000000000007,0.0001654772247744675,0.004165644153700608,0.008207763845671524,32000.0,3.6819133464871534e-06,20.00015366046529,4.3479628036857676e-07,2.06979127148621e-06,10.000070765319347,9.999983864714263
0.017000000000000008,0.0001864337407730919,0.004678354983740452,0.009201680168802195,32000.0,4.154859899574426e-06,20.000173162400692,4.872676188649727e-07,2.341393166849226e-06,10.000079821897987,9.999981807330856
0.01800000000000001,0.0002086151516673346,0.005221108158739028,0.0102525816609609,32000.0,4.657765160620553e-06,20.000193803982768,5.420629115016062e-07,2.629952268129454e-06,10.000089407731586,9.999979629344983
0.01900000000000001,0.0002320888712214196,0.005796161864508871,0.011359993445739078,32000.0,5.1903490029814314e-06,20.0002156462388,5.995715468554152e-07,2.9350506897674045e-06,10.000099548894568,9.999977324838792
0.02000000000000001,0.0002567870243221914,0.006400211639713724,0.01252439039954529,32000.0,5.7515008479724905e-06,20.00023863065079,6.600989929106404e-07,3.256765450598831e-06,10.000110223607095,9.999974899294555
0.02100000000000001,0.0002827528710761973,0.00703601649608158,0.013745772522379539,32000.0,6.340849483199573e-06,20.00026279267673,7.238605904125173e-07,3.594576536258831e-06,10.00012144290406,9.999972349882693
0.022000000000000013,0.0003099866232428557,0.007702637782458813,0.015023190061424692,32000.0,6.958003026802384e-06,20.00028813518678,7.910972248947878e-07,3.948434469824846e-06,10.00013321085094,9.99996967601258
0.023000000000000013,0.0003384273795817262,0.008398282423894203,0.016357592769497876,32000.0,7.602483038993135e-06,20.00031460235661,8.617201459060198e-07,4.318336056685634e-06,10.00014550280969,9.999966883339754
0.024000000000000014,0.0003681114809189352,0.009125062132485614,0.0177489806465991,32000.0,8.274424975029948e-06,20.00034222455242,9.356368923518765e-07,4.703878817624574e-06,10.000158328784181,9.999963969267588
0.025000000000000015,0.0003990891884801979,0.009883702837540701,0.019197353692728365,32000.0,8.974269310235705e-06,20.00037104997812,1.0129108147793886e-06,5.105223110590806e-06,10.000171712632397,9.999960928482448
0.026000000000000016,0.0004313357461735107,0.010672813975142581,0.02070176215506853,32000.0,9.702392970933893e-06,20.000401057808617,1.0934349526925402e-06,5.522971269100729e-06,10.000185647516336,9.999957762641062
0.027000000000000017,0.000464790282732146,0.011491148027572218,0.02226410553925386,32000.0,1.0458886338826634e-05,20.00043219070175,1.1769191911592536e-06,5.957278561785628e-06,10.000200106119479,9.999954477811205
