tiempo_s,presion_psi,presion_kPa,desplazamiento_mm
7.35,1.98897225,13.713480926596985,0.7617308987227359
7.36,1.9937935,13.746722275196673,0.7647848369967559
7.37,1.998477,13.779013870979227,0.7676713232623568
7.38,2.00329825,13.812255219578914,0.7707338177413309
7.39,2.0081195,13.845496568178602,0.7737658926971618
7.4,2.012940749999999,13.878737916778283,0.7768022989030884
7.41,2.017762,13.911979265377978,0.7798778976854102
7.42,2.02258325,13.945220613977666,0.7829230089933427
7.43,2.0274045,13.978461962577352,0.7860073782574438
7.44,2.03222575,14.01170331117704,0.7890612146697447
7.45,2.037047,14.044944659776728,0.7921543745268106
7.46,2.04186825,14.078186008376417,0.7952169560874385
7.47,2.0466895,14.111427356976105,0.7983189266904304
7.48,2.05151075,14.144668705575793,0.8013902734850188
7.49,2.05646975,14.178859806992618,0.8046401335396548
7.5,2.061291,14.212101155592306,0.807720431557785
7.51,2.06611225,14.245342504191994,0.8108402511141815
7.52,2.0709335,14.278583852791682,0.8139645179947944
7.53,2.07575475,14.31182520139137,0.817058046381897
7.54,2.08071375,14.346016302808192,0.8203310931551951
7.55,2.085535,14.379257651407878,0.8234336245316421
7.56,2.09035625,14.412499000007566,0.826575843458596
7.57,2.09531525,14.446690101424387,0.8298629416160795
7.58,2.1001365,14.479931450024075,0.8330142797517471
7.59,2.10495775,14.513172798623764,0.8361347407171982
7.6,2.10991675,14.547363900040585,0.839435938951813
